路線方向,路段,交流道,進出口,週六,週日,週2-4
國1南向,非主線資料,雲林系統,出口,12630,9955,8544
國1南向,非主線資料,雲林系統,進口,7682,6984,6551
國1南向,非主線資料,大林,出口,4425,3651,3506
國1南向,非主線資料,大林,進口,4425,3831,4552
國1南向,非主線資料,民雄,出口,8974,7626,7385
國1南向,非主線資料,民雄,進口,5527,5131,5045
國1南向,非主線資料,嘉義,出口,11693,9849,9733
國1南向,非主線資料,嘉義,進口,8444,8211,7000
國1南向,非主線資料,水上,出口,3892,3554,3335
國1南向,非主線資料,水上,進口,2718,2698,2353
國1南向,非主線資料,嘉義系統,出口,7479,6385,5966
國1南向,非主線資料,嘉義系統,進口,6806,7425,5428
國1南向,非主線資料,新營,出口,5659,4992,4284
國1南向,非主線資料,新營,進口,11918,11463,11427
國1南向,非主線資料,下營系統,出口,3975,4049,2958
國1南向,非主線資料,下營系統,進口,8587,8999,6873
國1南向,非主線資料,麻豆,出口,6698,6559,5516
國1南向,非主線資料,麻豆,進口,9007,8587,8719
國1南向,非主線資料,安定,出口,4693,4921,5728
國1南向,非主線資料,安定,進口,5467,4594,6614
國1南向,非主線資料,台南系統,出口,7693,6798,6954
國1南向,非主線資料,台南系統,進口,22244,21261,21996
國1南向,非主線資料,永康,出口,17053,16759,13701
國1南向,非主線資料,永康,進口,16529,10568,12912
國1南向,非主線資料,大灣,出口,16389,14736,15517
國1南向,非主線資料,台南,出口,12212,11157,12566
國1南向,非主線資料,台南,進口,23304,22182,20953
國1南向,非主線資料,仁德系統,出口,15061,14166,16007
國1南向,非主線資料,仁德系統,進口,16018,14685,16360
國1南向,非主線資料,路竹,出口,7901,7519,7304
國1南向,非主線資料,路竹,進口,8595,7993,9339
國1南向,非主線資料,高科,出口,6704,5688,9440
國1南向,非主線資料,高科,進口,7289,5537,9603
國1南向,非主線資料,岡山,出口,7962,7349,8737
國1南向,非主線資料,岡山,進口,17920,15632,19750
國1南向,非主線資料,楠梓,出口,15880,14915,17075
國1南向,非主線資料,楠梓,進口,24822,20854,27118
國1南向,非主線資料,鼎金系統,出口,20854,18850,17112
國1南向,非主線資料,鼎金系統,進口,47109,46471,42690
國1南向,非主線資料,高雄,出口1-九如建國,28761,28287,26170
國1南向,非主線資料,高雄,出口2-中正,20684,21480,20202
國1南向,非主線資料,高雄,進口-中正,15990,16225,16102
國1南向,非主線資料,瑞隆路,出口,15515,14349,12782
國1南向,非主線資料,五甲系統,出口,38561,35186,36850
國1南向,非主線資料,五甲,出口-貨櫃車專用,3072,2070,4703
國1南向,非主線資料,五甲,進口,11191,10172,11183
國1南向,非主線資料,高雄端,出口,38803,34360,42141
國1北向,非主線資料,基隆端,出口,32983,28503,28857
國1北向,非主線資料,基隆,出口,9432,8400,9266
國1北向,非主線資料,基隆,進口,9232,7718,9173
國1北向,非主線資料,八堵,出口,8909,7950,7286
國1北向,非主線資料,大華系統,出口,30563,28190,23260
國1北向,非主線資料,五堵,出口,9396,8083,10607
國1北向,非主線資料,五堵,"進口1-中油油庫,6.8環道",175,190,220
國1北向,非主線資料,五堵,進口2-5甲,6826,5900,7650
國1北向,非主線資料,汐止及汐止系統,出口1-國3,26153,22152,25160
國1北向,非主線資料,汐止及汐止系統,出口2-汐止,26852,23357,24068
國1北向,非主線資料,汐止及汐止系統,進口1-國3北,20217,17953,15921
國1北向,非主線資料,汐止及汐止系統,進口2-國3南,5736,5573,6038
國1北向,非主線資料,汐止及汐止系統,進口3-汐止,4678,4305,4404
國1北向,非主線資料,高架汐止端,進口,38328,34073,33639
國1北向,非主線資料,東湖,出口,17104,15515,17713
國1北向,非主線資料,內湖,出口,16994,15068,19954
國1北向,非主線資料,內湖,進口1-成功,9546,8039,10265
國1北向,非主線資料,內湖,進口2-南京,21416,19244,20470
國1北向,非主線資料,圓山,出口1-建國,48552,43497,46058
國1北向,非主線資料,圓山,出口2-濱江,15825,15074,15505
國1北向,非主線資料,圓山,進口,17367,14984,17979
國1北向,非主線資料,台北,出口,24261,22136,24481
國1北向,非主線資料,台北,進口,32383,29404,29985
國1北向,非主線資料,三重,出口,14325,13891,13494
國1北向,非主線資料,三重,進口,24674,21426,25700
國1北向,非主線資料,五股及五股轉接道,出口1-台64新五路,48891,46693,49733
國1北向,非主線資料,五股及五股轉接道,出口2-高架,26249,22914,27229
國1北向,非主線資料,五股及五股轉接道,進口,19721,16670,21068
國1北向,非主線資料,泰山轉接道,進口,33833,34856,30669
國1北向,非主線資料,林口,出口1-文化北路,22575,21117,28096
國1北向,非主線資料,林口,出口2-文化一路,12869,12889,16245
國1北向,非主線資料,林口,進口1-文化北路,17712,15499,19857
國1北向,非主線資料,林口,進口2-文化一路,27450,24241,31346
國1北向,非主線資料,桃園,出口,38012,35960,41853
國1北向,非主線資料,桃園,進口1-南崁,13019,11902,14251
國1北向,非主線資料,桃園,進口2-桃園,25087,22863,26581
國1北向,非主線資料,機場系統,出口,20857,19021,23190
國1北向,非主線資料,機場系統,進口,31444,28854,34310
國1北向,非主線資料,內壢,出口1-大園,4600,4400,4800
國1北向,非主線資料,內壢,出口2-中壢,14590,13465,16745
國1北向,非主線資料,內壢,進口,29909,26508,31803
國1北向,非主線資料,中壢,出口,17302,15912,17018
國1北向,非主線資料,中壢,進口,14562,12667,15692
國1北向,非主線資料,平鎮系統,出口,15760,14427,17203
國1北向,非主線資料,平鎮系統,進口,27710,25263,29909
國1北向,非主線資料,幼獅,出口,4104,3101,5502
國1北向,非主線資料,幼獅,進口,8226,6638,11204
國1北向,非主線資料,楊梅,出口,6051,5784,7362
國1北向,非主線資料,楊梅,進口,24318,21650,26963
國1北向,非主線資料,高架楊梅端,出口,35182,38376,29342
國1北向,非主線資料,湖口,出口,15101,13809,20078
國1北向,非主線資料,湖口,進口,10443,9901,12682
國1北向,非主線資料,竹北,出口,18711,17031,24393
國1北向,非主線資料,竹北,進口,18576,16013,18841
國1北向,非主線資料,新竹,出口1-園區二路,6100,7034,10076
國1北向,非主線資料,新竹,出口2-公道五/光復路,16978,18247,16705
國1北向,非主線資料,新竹,進口1-新安路,8011,6314,15862
國1北向,非主線資料,新竹,進口2-光復路,22725,19323,22405
國1北向,非主線資料,新竹系統,出口1-國3北,16915,20611,11006
國1北向,非主線資料,新竹系統,出口2-國3南,965,993,843
國1北向,非主線資料,新竹系統,進口,27915,31363,32404
國1北向,非主線資料,頭份,出口,7459,7534,5958
國1北向,非主線資料,頭份,進口,16009,16049,15828
國1北向,非主線資料,頭屋,出口,2184,2451,1582
國1北向,非主線資料,頭屋,進口,6565,7565,5515
國1北向,非主線資料,苗栗,出口,7237,7073,5782
國1北向,非主線資料,苗栗,"進口1-台6西,苗栗",2750,3200,2204
國1北向,非主線資料,苗栗,"進口2-台6東,公館",2072,3044,1523
國1北向,非主線資料,銅鑼,出口,4814,4369,4388
國1北向,非主線資料,銅鑼,進口,2748,3176,2315
國1北向,非主線資料,三義,出口,5271,5528,3811
國1北向,非主線資料,三義,進口,5724,6478,5507
國1北向,非主線資料,后里,出口,12284,11133,11969
國1北向,非主線資料,后里,進口,2920,3113,2010
國1北向,非主線資料,台中系統,出口,29028,26934,28089
國1北向,非主線資料,台中系統,進口,5908,6476,5307
國1北向,非主線資料,豐原,出口,14518,12550,16806
國1北向,非主線資料,豐原,進口,14642,14597,14175
國1北向,非主線資料,大雅,出口,12012,10614,13658
國1北向,非主線資料,大雅,進口,31058,30245,27108
國1北向,非主線資料,台中,出口,18071,17962,16426
國1北向,非主線資料,台中,進口,27874,25836,25679
國1北向,非主線資料,南屯,出口,15566,15098,15400
國1北向,非主線資料,南屯,進口,14647,13539,14728
國1北向,非主線資料,王田,出口,9303,9171,9211
國1北向,非主線資料,王田,進口,10372,9144,11981
國1北向,非主線資料,彰化系統,出口,26635,30341,24592
國1北向,非主線資料,彰化系統,進口,5053,5321,5330
國1北向,非主線資料,彰化,出口,16293,14416,15674
國1北向,非主線資料,彰化,進口,23995,22994,23699
國1北向,非主線資料,埔鹽系統,出口,8445,7069,8068
國1北向,非主線資料,埔鹽系統,進口,14640,15016,14882
國1北向,非主線資料,員林,出口,4247,4647,3588
國1北向,非主線資料,員林,進口,12910,12566,12226
國1北向,非主線資料,北斗,出口,4826,5576,3942
國1北向,非主線資料,北斗,進口,11123,10689,10739
國1北向,非主線資料,西螺,出口,6054,6440,5285
國1北向,非主線資料,西螺,進口,6379,6854,5509
國1北向,非主線資料,虎尾,出口,3606,3921,3050
國1北向,非主線資料,虎尾,進口,4321,4692,3811
國1北向,非主線資料,斗南,出口,6757,5996,6560
國1北向,非主線資料,斗南,"進口1-縣158東,虎尾",4430,4357,3908
國1北向,非主線資料,斗南,"進口2-縣158西,斗六",2579,2724,1849
國1北向,非主線資料,雲林系統,出口,7222,7203,6246
國1北向,非主線資料,雲林系統,進口,11415,11758,8591
國1北向,非主線資料,大林,出口,4627,4199,4892
國1北向,非主線資料,大林,進口,3798,4115,3339
國1北向,非主線資料,民雄,出口,5649,5327,5155
國1北向,非主線資料,民雄,進口,8159,8338,7152
國1北向,非主線資料,嘉義,出口,8909,8290,7252
國1北向,非主線資料,嘉義,進口,11164,11193,9776
國1北向,非主線資料,水上,出口,2475,2510,2193
國1北向,非主線資料,水上,進口,3512,3710,3318
國1北向,非主線資料,嘉義系統,出口,6939,7165,5232
國1北向,非主線資料,嘉義系統,進口,6980,7671,6202
國1北向,非主線資料,新營,出口,12117,11074,11465
國1北向,非主線資料,新營,進口,5126,5527,4187
國1北向,非主線資料,下營系統,出口,8194,8679,6730
國1北向,非主線資料,下營系統,進口,3536,4024,2861
國1北向,非主線資料,麻豆,出口,5311,4989,7132
國1北向,非主線資料,麻豆,進口,6179,6591,5326
國1北向,非主線資料,安定,出口,5311,4989,7132
國1北向,非主線資料,安定,進口,4805,4387,5735
國1北向,非主線資料,台南系統,出口,16006,15272,18464
國1北向,非主線資料,台南系統,進口,6870,6726,6324
國1北向,非主線資料,永康,出口,15119,14316,17155
國1北向,非主線資料,永康,進口,16809,16648,14863
國1北向,非主線資料,大灣,進口,15074,14401,13752
國1北向,非主線資料,台南,出口,22586,23122,21627
國1北向,非主線資料,台南,進口,12161,11796,11847
國1北向,非主線資料,仁德系統,出口,15921,15167,15646
國1北向,非主線資料,仁德系統,進口,14337,14592,15980
國1北向,非主線資料,路竹,出口,7918,7833,8815
國1北向,非主線資料,路竹,進口,7621,7490,7159
國1北向,非主線資料,高科,出口,6711,5688,9196
國1北向,非主線資料,高科,進口,6739,6024,9288
國1北向,非主線資料,岡山,出口,16287,14512,18397
國1北向,非主線資料,岡山,進口,7627,7567,7912
國1北向,非主線資料,楠梓,出口,21814,19429,24525
國1北向,非主線資料,楠梓,進口,16469,15455,17851
國1北向,非主線資料,鼎金系統,出口,47171,44264,45800
國1北向,非主線資料,鼎金系統,進口,23450,22096,21797
國1北向,非主線資料,高雄,出口1-中正,6550,6160,6325
國1北向,非主線資料,高雄,出口2-三多,9809,9315,8485
國1北向,非主線資料,高雄,進口1-九如建國,24930,24567,20105
國1北向,非主線資料,高雄,進口2-中正,23043,24639,24380
國1北向,非主線資料,五甲系統暨南華路進口,進口,50842,51090,46868
國1北向,非主線資料,五甲,出口,9532,8421,9687
國1北向,非主線資料,五甲,進口-貨櫃車專用,2249,2253,2336
國1北向,非主線資料,高雄端,進口,29000,27000,31000
國3南向,非主線資料,基港端,進口1-聯外道路,1000,"1,008","1,130"
國3南向,非主線資料,基港端,進口2-光華路,1022,"1,024","1,146"
國3南向,非主線資料,基港端,進口3-德安路,2027,"2,025","2,639"
國3南向,非主線資料,基港端,進口4-中和路,4799,"4,825","4,715"
國3南向,非主線資料,基金,進口,11559,11747,11622
國3南向,非主線資料,瑪東系統,出口,3453,2929,3622
國3南向,非主線資料,瑪東系統,進口,2744,3765,3395
國3南向,非主線資料,汐止系統,出口,10553,11370,11347
國3南向,非主線資料,汐止系統,進口,35420,31557,33821
國3南向,非主線資料,新台五路,出口,10440,9136,14101
國3南向,非主線資料,新台五路,進口1-新台五路西,7562,6937,10914
國3南向,非主線資料,新台五路,進口2-新台五路東,8269,6903,7765
國3南向,非主線資料,南港,進口,16348,14484,17854
國3南向,非主線資料,南港系統,出口,21722,18572,15746
國3南向,非主線資料,南港系統,進口,16627,19232,11649
國3南向,非主線資料,木柵,出口,19485,18058,20164
國3南向,非主線資料,木柵,進口,16244,15195,15635
國3南向,非主線資料,新店,出口,13975,12878,15714
國3南向,非主線資料,新店,進口,12090,10620,13130
國3南向,非主線資料,安坑,出口,10781,10057,11826
國3南向,非主線資料,安坑,進口,31670,27698,31103
國3南向,非主線資料,中和,出口,23890,22540,25153
國3南向,非主線資料,中和,進口,37861,34145,35742
國3南向,非主線資料,土城,出口,17669,15162,21515
國3南向,非主線資料,土城,進口,38774,34630,35661
國3南向,非主線資料,樹林,出口,18333,13256,15892
國3南向,非主線資料,三鶯,出口-1鶯歌,6667,6259,6920
國3南向,非主線資料,三鶯,出口2-三峽,8349,8483,7586
國3南向,非主線資料,三鶯,進口,19080,18195,18885
國3南向,非主線資料,鶯歌系統,出口,30147,29532,32125
國3南向,非主線資料,鶯歌系統,進口,18153,16137,17671
國3南向,非主線資料,大溪,出口,25741,25843,27143
國3南向,非主線資料,大溪,進口1-永昌路,4339,4030,3441
國3南向,非主線資料,大溪,進口2-觀音,6361,5072,4806
國3南向,非主線資料,龍潭,出口,15576,15410,16735
國3南向,非主線資料,龍潭,進口,6471,5595,5178
國3南向,非主線資料,關西,出口,7281,6293,4229
國3南向,非主線資料,關西,進口,5931,5384,4997
國3南向,非主線資料,竹林,出口,15879,14578,12013
國3南向,非主線資料,竹林,進口,6833,6274,6900
國3南向,非主線資料,寶山,出口,4397,4262,6088
國3南向,非主線資料,寶山,進口,5712,4624,7958
國3南向,非主線資料,新竹系統,出口,21071,17644,15218
國3南向,非主線資料,新竹系統,進口,31485,24576,29200
國3南向,非主線資料,茄苳,出口,10977,10480,12298
國3南向,非主線資料,茄苳,進口,7366,5839,6142
國3南向,非主線資料,香山,出口,8702,7277,12930
國3南向,非主線資料,香山,進口,4787,3473,4507
國3南向,非主線資料,西濱,出口,7882,6524,7906
國3南向,非主線資料,竹南,出口,4863,3902,4073
國3南向,非主線資料,竹南,進口,5102,4289,3910
國3南向,非主線資料,大山,出口,3366,2676,2809
國3南向,非主線資料,大山,進口,2655,1927,1882
國3南向,非主線資料,後龍,出口,5211,4065,3864
國3南向,非主線資料,後龍,進口,4102,4301,3604
國3南向,非主線資料,通霄,出口,6155,4744,4867
國3南向,非主線資料,通霄,進口,3796,3723,2324
國3南向,非主線資料,苑裡,出口,4729,3840,2783
國3南向,非主線資料,苑裡,進口,8382,8152,8566
國3南向,非主線資料,大甲,出口,4548,3914,3401
國3南向,非主線資料,大甲,進口,12004,11566,11225
國3南向,非主線資料,中港系統,出口,16295,15125,14705
國3南向,非主線資料,中港系統,進口,5928,5477,5430
國3南向,非主線資料,沙鹿,出口,9935,9248,9293
國3南向,非主線資料,沙鹿,進口,13387,11087,11823
國3南向,非主線資料,龍井,出口,13340,11412,11839
國3南向,非主線資料,龍井,進口,11340,9393,10881
國3南向,非主線資料,和美,出口,6703,5568,6284
國3南向,非主線資料,和美,進口,12872,12025,14539
國3南向,非主線資料,彰化系統,出口,24115,19507,19191
國3南向,非主線資料,彰化系統,進口,12769,10809,11976
國3南向,非主線資料,快官,出口,14059,12733,13364
國3南向,非主線資料,快官,進口,24465,22636,23376
國3南向,非主線資料,烏日,出口,4582,3411,6658
國3南向,非主線資料,烏日,進口,6610,4929,7006
國3南向,非主線資料,中投,出口,8768,7418,9307
國3南向,非主線資料,中投,進口,12180,10536,10105
國3南向,非主線資料,霧峰,出口,14278,13165,15317
國3南向,非主線資料,霧峰,進口,42701,40437,31260
國3南向,非主線資料,霧峰系統,出口,19534,16829,11820
國3南向,非主線資料,霧峰系統,進口,5214,6976,3677
國3南向,非主線資料,草屯,出口,6433,6105,6398
國3南向,非主線資料,草屯,進口,3740,3138,2941
國3南向,非主線資料,中興系統,出口,12453,11995,9779
國3南向,非主線資料,中興系統,進口,6003,6060,4629
國3南向,非主線資料,中興,出口,9934,9106,10796
國3南向,非主線資料,中興,進口,6158,5451,5399
國3南向,非主線資料,南投,出口,11171,9929,10940
國3南向,非主線資料,南投,進口,3223,2941,2836
國3南向,非主線資料,名間,出口,10424,9339,7444
國3南向,非主線資料,名間,進口,3168,3063,2476
國3南向,非主線資料,竹山,出口,12177,11359,7851
國3南向,非主線資料,竹山,進口,4346,5552,2715
國3南向,非主線資料,南雲,出口,2691,2258,1789
國3南向,非主線資料,南雲,進口,2531,2727,1835
國3南向,非主線資料,斗六,出口,5777,4979,4171
國3南向,非主線資料,斗六,進口,4438,4510,4020
國3南向,非主線資料,古坑系統,出口,6257,5874,4071
國3南向,非主線資料,古坑系統,進口,3033,3012,1992
國3南向,非主線資料,古坑,出口,602,563,314
國3南向,非主線資料,古坑,進口,1520,1606,1002
國3南向,非主線資料,梅山,出口,3039,2908,2268
國3南向,非主線資料,梅山,進口,5758,5887,4710
國3南向,非主線資料,竹崎,出口,8011,7374,5725
國3南向,非主線資料,竹崎,進口,6225,6378,5420
國3南向,非主線資料,中埔,出口,7064,6449,4847
國3南向,非主線資料,中埔,進口,7497,9227,5322
國3南向,非主線資料,水上系統,出口,7247,7048,5420
國3南向,非主線資料,水上系統,進口,2940,3171,1749
國3南向,非主線資料,白河,出口,3743,3764,2450
國3南向,非主線資料,白河,進口,3215,4200,2073
國3南向,非主線資料,柳營,出口,1414,1570,967
國3南向,非主線資料,柳營,進口,2839,2938,2575
國3南向,非主線資料,烏山頭,出口,1432,1493,978
國3南向,非主線資料,烏山頭,進口,3606,3972,3019
國3南向,非主線資料,官田系統,出口,3324,3571,2111
國3南向,非主線資料,官田系統,進口,5627,6420,4361
國3南向,非主線資料,善化,出口,3637,4202,3287
國3南向,非主線資料,善化,進口,3846,3413,3380
國3南向,非主線資料,新化系統,出口,11147,13667,7177
國3南向,非主線資料,新化系統,進口,8966,8289,7634
國3南向,非主線資料,關廟,出口,7099,7744,6311
國3南向,非主線資料,關廟,進口,5286,5427,3559
國3南向,非主線資料,田寮,出口,3632,4090,2674
國3南向,非主線資料,田寮,進口,2811,2854,2263
國3南向,非主線資料,燕巢系統,出口,10134,11066,9356
國3南向,非主線資料,燕巢系統,進口1-國10東,11578,10512,10627
國3南向,非主線資料,燕巢系統,進口2-國10西,1389,1512,1227
國3南向,非主線資料,九如,出口,11214,10760,9741
國3南向,非主線資料,九如,進口,2644,2507,2322
國3南向,非主線資料,長治,出口,6015,5710,4748
國3南向,非主線資料,長治,進口,4264,4047,3957
國3南向,非主線資料,麟洛,出口,4432,4116,3952
國3南向,非主線資料,麟洛,進口,7573,6986,6873
國3南向,非主線資料,竹田系統,出口,7551,7119,6864
國3南向,非主線資料,竹田系統,進口,15757,14186,10882
國3南向,非主線資料,崁頂,出口,4169,3680,3617
國3南向,非主線資料,南州,出口,16398,14391,10717
國3南向,非主線資料,南州,進口,809,574,502
國3南向,非主線資料,林邊,出口,6831,5738,3954
國3南向,非主線資料,大鵬灣端,出口,1201,1342,817
國3北向,非主線資料,基港端,出口1-中和路,5125,5109,5132
國3北向,非主線資料,基港端,出口2-德安路,2304,2320,2297
國3北向,非主線資料,基港端,出口3-中山四路,1287,1046,813
國3北向,非主線資料,基港端,出口4-中山三路,1339,1330,809
國3北向,非主線資料,基港端,出口5-聯外道路,1279,1046,819
國3北向,非主線資料,基金,出口,11380,10199,11405
國3北向,非主線資料,瑪東系統,出口,2743,2330,2326
國3北向,非主線資料,瑪東系統,進口,2711,2315,3058
國3北向,非主線資料,汐止系統,出口,35217,33435,33322
國3北向,非主線資料,汐止系統,進口,18151,16576,15709
國3北向,非主線資料,新台五路,出口,15760,14857,19469
國3北向,非主線資料,新台五路,進口,9143,8117,12113
國3北向,非主線資料,南港,出口,15903,15741,18800
國3北向,非主線資料,南港系統,出口,15358,12410,9113
國3北向,非主線資料,南港系統,進口,18677,20727,15131
國3北向,非主線資料,南深路,出口,3441,2752,3043
國3北向,非主線資料,木柵,出口,16341,14987,16040
國3北向,非主線資料,木柵,進口,16155,14183,16954
國3北向,非主線資料,新店,出口,9655,9053,11153
國3北向,非主線資料,新店,進口,10556,9320,12020
國3北向,非主線資料,安坑,出口,28006,26452,28543
國3北向,非主線資料,安坑,進口1-中央路/環河路,4226,3501,4072
國3北向,非主線資料,安坑,進口2-安康路,7226,6228,8526
國3北向,非主線資料,中和,出口,36201,35945,33863
國3北向,非主線資料,中和,進口,23005,20564,23204
國3北向,非主線資料,土城,出口,40833,41464,39604
國3北向,非主線資料,土城,進口,17619,14541,20142
國3北向,非主線資料,樹林,進口,18980,18425,18392
國3北向,非主線資料,三鶯,出口,19452,19621,19618
國3北向,非主線資料,三鶯,進口,14918,14216,14792
國3北向,非主線資料,鶯歌系統,出口,20216,21732,20710
國3北向,非主線資料,鶯歌系統,進口,39382,35019,41119
國3北向,非主線資料,大溪,出口,9189,10646,7874
國3北向,非主線資料,大溪,進口,24188,22083,25183
國3北向,非主線資料,龍潭,出口,5883,8073,5451
國3北向,非主線資料,龍潭,進口,15861,15190,16497
國3北向,非主線資料,關西,出口,7119,6897,5702
國3北向,非主線資料,關西,進口,6517,7855,4811
國3北向,非主線資料,竹林,出口,6693,6547,6309
國3北向,非主線資料,竹林,進口,16104,15944,12287
國3北向,非主線資料,寶山,出口,5017,5637,7061
國3北向,非主線資料,寶山,進口,4188,4126,5336
國3北向,非主線資料,新竹系統,出口,25903,29397,28703
國3北向,非主線資料,新竹系統,進口,19453,22391,14711
國3北向,非主線資料,茄苳,出口,5776,6529,5566
