trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20190423,5120,625,582
20190423,5130,22,8
20190423,5140,7,7
20190423,5160,7,6
20190423,5190,157,144
20190423,5200,27,60
20190423,5210,424,456
20190423,5220,118,127
20190423,5230,696,615
20190423,5240,9,12
20190423,6000,4324,4015
20190423,6010,6,16
20190423,6020,181,178
20190423,6030,28,37
20190423,6040,7,9
20190423,6050,606,530
20190423,6060,8,11
20190423,6070,430,461
20190423,6080,134,174
20190423,6090,20,21
20190423,6100,22,16
20190423,6110,1165,1195
20190423,6120,9,7
20190423,6130,506,564
20190423,6140,33,40
20190423,6150,5,5
20190423,6160,424,380
20190423,6170,31,43
20190423,6180,445,387
20190423,6190,24,26
20190423,6200,113,95
20190423,6210,94,85
20190423,6220,272,298
20190423,6230,22,22
20190423,6240,224,285
20190423,6250,563,457
20190423,7000,13394,13645
20190423,7010,155,183
20190423,7020,21,26
20190423,7030,3641,1601
20190423,7040,47,36
20190423,7050,73,112
20190423,7060,1022,1071
20190423,7070,16,21
20190423,7080,28,32
20190423,7090,1200,1255
20190423,7100,210,199
20190423,7110,10,10
20190423,7120,843,878
20190423,7130,1116,4287
20190423,7140,13,12
20190423,7150,2632,2673
20190423,7160,5575,5534
20190423,7170,35,55
20190423,7180,140,148
20190423,7190,4676,4722
20190423,7200,153,156
20190423,7210,1938,1509
20190423,7220,135,138
20190423,7230,1483,1389
20190423,7240,45,65
20190423,7250,77,96
20190423,7260,197,239
20190423,7270,148,107
20190423,7280,19,21
20190423,7290,918,983
20190423,7300,195,214
20190423,7310,760,804
20190423,7320,99,122
20190423,7330,60,63
20190423,7331,10,10
20190423,7332,1175,1287
20190423,7333,12,17
20190423,7334,20,24
20190423,7335,177,228
20190423,7336,353,227
20190423,7350,469,493
20190423,7360,5390,5823
20190423,7361,72,52
20190423,7362,120,181
20190423,7380,683,678
20190423,7390,447,458
20190424,900,7570,6977
20190424,910,1432,1493
20190424,920,2636,2335
20190424,930,6139,6371
20190424,940,2788,2744
20190424,950,2143,1782
20190424,960,10370,10994
20190424,970,10454,10494
20190424,980,10573,11345
20190424,990,17269,17320
20190424,1000,55970,54862
20190424,1010,4597,4366
20190424,1020,18781,18687
20190424,1030,3095,2919
20190424,1040,13849,14141
20190424,1050,1053,1049
20190424,1060,1408,1433
20190424,1070,8132,8293
20190424,1080,24719,25802
20190424,1090,9024,8750
20190424,1100,22420,23079
20190424,1110,6062,5393
20190424,1120,4964,4611
20190424,1130,1498,1526
20190424,1140,82,93
20190424,1150,1065,1050
20190424,1160,3279,3425
20190424,1170,4718,4796
20190424,1180,4807,4724
20190424,1190,2109,2222
20190424,1191,291,302
20190424,1192,1435,1576
20190424,1193,572,544
20190424,1194,2180,2143
20190424,1201,40,57
20190424,1202,127,109
20190424,1203,418,381
20190424,1204,46,73
20190424,1205,39,51
20190424,1206,37,78
20190424,1207,4,8
20190424,1208,310,257
20190424,1210,15801,16027
20190424,1220,1216,1049
20190424,1230,529,541
20190424,1240,259,285
20190424,1250,7096,7259
20190424,2110,45,52
20190424,2120,120,127
20190424,2130,1313,1194
20190424,2140,15,18
20190424,2150,519,520
20190424,2160,59,57
20190424,2170,787,820
20190424,2180,1383,1308
20190424,2190,215,227
20190424,2200,2427,2458
20190424,2210,116,120
20190424,2220,941,1026
20190424,2230,1926,1914
20190424,2240,350,351
20190424,2250,660,625
20190424,2260,215,173
20190424,3140,347,410
20190424,3150,689,723
20190424,3160,5440,5196
20190424,3170,111,113
20190424,3180,763,755
20190424,3190,814,812
20190424,3210,356,353
20190424,3220,6658,6542
20190424,3230,7541,7899
20190424,3240,507,511
20190424,3250,2378,2315
20190424,3260,490,506
20190424,3270,1102,1124
20190424,3280,3056,3112
20190424,3290,946,971
20190424,3300,18773,18509
20190424,3310,1247,1271
20190424,3320,2958,2907
20190424,3330,754,799
20190424,3340,5301,4845
20190424,3350,531,608
20190424,3360,11425,11649
20190424,3370,901,1000
20190424,3380,796,837
20190424,3390,6852,6578
20190424,3400,411,476
20190424,3410,1008,1038
20190424,3420,2212,2176
20190424,3430,809,835
20190424,3431,14,23
20190424,3432,141,110
20190424,3433,8,7
20190424,3434,67,67
20190424,3435,126,151
20190424,3436,125,146
20190424,3450,674,725
20190424,3460,125,142
20190424,3470,4756,4740
20190424,3480,1749,1746
20190424,3490,136,146
20190424,4050,1591,1622
20190424,4060,1585,1628
20190424,4070,918,902
20190424,4080,8377,8057
20190424,4090,665,663
20190424,4100,174,184
20190424,4110,550,588
20190424,4120,4625,4604
20190424,4130,1093,1089
20190424,4140,619,617
20190424,4150,1532,1479
20190424,4160,185,204
20190424,4170,3443,3414
20190424,4180,1552,1526
20190424,4190,2535,2496
20190424,4200,2648,2724
20190424,4210,3942,3788
20190424,4220,20506,21130
20190424,4250,1322,1251
20190424,4260,817,821
20190424,4270,441,446
20190424,4271,1058,1068
20190424,4272,1561,1381
20190424,4290,1749,1740
20190424,4300,1705,1765
20190424,4310,2343,2273
20190424,4320,1195,1391
20190424,4330,2140,2005
20190424,4340,8144,7916
20190424,4350,879,852
20190424,4360,595,603
20190424,4370,836,757
20190424,4380,149,173
20190424,4390,358,400
20190424,4400,13549,13333
20190424,4410,507,519
20190424,4420,764,695
20190424,4430,844,778
20190424,4440,4318,4184
20190424,4450,582,632
20190424,4460,1065,1122
20190424,4470,136,147
20190424,5000,8367,8872
20190424,5010,212,211
20190424,5020,129,158
20190424,5030,544,522
20190424,5040,261,263
20190424,5050,3155,3170
20190424,5060,147,187
20190424,5070,549,433
20190424,5080,12,10
20190424,5090,356,444
20190424,5100,97,92
20190424,5110,54,45
20190424,5120,582,550
20190424,5130,2,0
20190424,5160,0,1
20190424,5190,138,150
20190424,5200,7,19
20190424,5210,486,425
20190424,5220,113,94
20190424,5230,593,474
20190424,5240,8,5
20190424,6000,4164,4109
20190424,6010,3,5
20190424,6020,244,213
20190424,6030,57,37
20190424,6040,7,10
20190424,6050,521,574
20190424,6060,10,11
20190424,6070,378,418
20190424,6080,172,169
20190424,6090,15,13
20190424,6100,15,16
20190424,6110,1147,1003
20190424,6120,11,6
20190424,6130,532,588
20190424,6140,43,26
20190424,6150,5,8
20190424,6160,449,429
20190424,6170,41,45
20190424,6180,335,324
20190424,6190,22,33
20190424,6200,11,10
20190424,6210,91,88
20190424,6220,264,329
20190424,6230,16,17
20190424,6240,282,232
20190424,6250,427,404
20190424,7000,14244,11817
20190424,7010,148,138
20190424,7020,12,25
20190424,7030,3416,2245
20190424,7040,51,55
20190424,7050,57,80
20190424,7060,1075,1078
20190424,7070,19,17
20190424,7080,81,89
20190424,7090,1267,1257
20190424,7100,202,264
20190424,7110,7,8
20190424,7120,660,657
20190424,7130,1183,4331
20190424,7140,16,16
20190424,7150,990,1013
20190424,7160,5382,5513
20190424,7170,41,50
20190424,7180,154,156
20190424,7190,4672,4731
20190424,7200,254,159
20190424,7210,1533,1544
20190424,7220,121,153
20190424,7230,1525,1375
20190424,7240,74,91
20190424,7250,96,102
20190424,7260,174,221
20190424,7270,162,104
20190424,7280,29,28
20190424,7290,835,967
20190424,7300,207,273
20190424,7310,823,819
20190424,7320,120,117
20190424,7330,64,116
20190424,7331,45,6
20190424,7332,1069,1088
20190424,7333,9,24
20190424,7334,32,16
20190424,7335,232,271
20190424,7336,204,210
20190424,7350,616,553
20190424,7360,5429,5919
20190424,7361,58,78
20190424,7362,108,159
20190424,7380,691,641
20190424,7390,427,417
20190425,900,7381,6797
20190425,910,1377,1398
20190425,920,2552,2204
20190425,930,6083,6212
20190425,940,2751,2707
20190425,950,2108,1818
20190425,960,10098,10488
20190425,970,10216,10559
20190425,980,10483,11431
20190425,990,17184,18077
20190425,1000,58423,56040
20190425,1010,4617,4404
20190425,1020,18624,18605
20190425,1030,3006,2770
20190425,1040,13739,14037
20190425,1050,1134,1111
20190425,1060,1441,1483
20190425,1070,8083,8212
20190425,1080,24775,25802
20190425,1090,9068,8775
20190425,1100,22901,23034
20190425,1110,5708,5371
20190425,1120,4943,4742
20190425,1130,1447,1508
20190425,1140,58,86
20190425,1150,1114,989
20190425,1160,3280,3420
20190425,1170,4877,4738
20190425,1180,4692,4758
20190425,1190,2219,2250
20190425,1191,267,281
20190425,1192,1614,1615
20190425,1193,579,582
20190425,1194,2331,2398
20190425,1201,45,63
20190425,1202,138,133
20190425,1203,444,499
20190425,1204,99,97
20190425,1205,48,51
20190425,1206,149,66
20190425,1207,7,10
20190425,1208,303,311
20190425,1210,16179,15842
20190425,1220,1245,1035
20190425,1230,527,549
20190425,1240,227,252
20190425,1250,7065,7200
20190425,2110,44,47
20190425,2120,136,134
20190425,2130,1044,1109
20190425,2140,24,25
20190425,2150,524,518
20190425,2160,34,25
20190425,2170,776,839
20190425,2180,1422,1352
20190425,2190,309,289
20190425,2200,2191,2380
20190425,2210,107,105
20190425,2220,960,1023
20190425,2230,1838,1806
20190425,2240,388,375
20190425,2250,659,600
20190425,2260,195,187
20190425,3140,312,377
20190425,3150,734,773
20190425,3160,5227,5250
20190425,3170,112,107
20190425,3180,694,726
20190425,3190,813,818
20190425,3210,354,384
20190425,3220,2148,2163
20190425,3230,6239,7045
20190425,3240,427,452
20190425,3250,2063,2094
20190425,3260,399,426
20190425,3270,810,860
20190425,3280,2919,2772
20190425,3290,810,812
20190425,3300,18894,18055
20190425,3310,1103,1156
20190425,3320,2840,2796
20190425,3330,677,701
20190425,3340,5342,4981
20190425,3350,516,550
20190425,3360,11253,11728
20190425,3370,927,1053
20190425,3380,829,861
20190425,3390,6827,6801
20190425,3400,421,494
20190425,3410,978,1065
20190425,3420,2207,2247
20190425,3430,886,845
20190425,3431,21,22
20190425,3432,69,80
20190425,3433,10,8
20190425,3434,50,115
20190425,3435,118,122
20190425,3436,140,135
20190425,3450,639,686
20190425,3460,156,164
20190425,3470,4799,4852
20190425,3480,1671,1742
20190425,3490,134,175
20190425,4050,1635,1645
20190425,4060,2030,1834
20190425,4070,846,930
20190425,4080,8544,8861
20190425,4090,619,636
20190425,4100,176,200
20190425,4110,610,571
20190425,4120,4651,4883
20190425,4130,1122,1057
20190425,4140,585,620
20190425,4150,1536,1477
20190425,4160,157,175
20190425,4170,3407,3406
20190425,4180,1556,1443
20190425,4190,2620,2474
20190425,4200,2928,2881
20190425,4210,4046,3563
20190425,4220,21838,22591
20190425,4250,2000,1404
20190425,4260,872,802
20190425,4270,485,443
20190425,4271,1212,1054
20190425,4272,1871,1865
20190425,4290,2497,2126
20190425,4300,1664,1715
20190425,4310,2316,2372
20190425,4320,1300,1530
20190425,4330,2248,2235
20190425,4340,9874,8573
20190425,4350,874,824
20190425,4360,572,614
20190425,4370,771,730
20190425,4380,160,165
20190425,4390,361,380
20190425,4400,13937,13830
20190425,4410,506,512
20190425,4420,816,815
20190425,4430,892,768
20190425,4440,4376,4290
20190425,4450,629,671
20190425,4460,1096,1109
20190425,4470,142,189
20190425,5000,9037,9150
20190425,5010,218,238
20190425,5020,150,179
20190425,5030,558,537
20190425,5040,302,280
20190425,5050,3255,3323
20190425,5060,147,173
20190425,5070,542,408
20190425,5080,10,4
20190425,5090,330,335
20190425,5100,89,85
20190425,5110,57,39
20190425,5120,619,659
20190425,5130,2,2
20190425,5190,197,194
20190425,5200,43,22
20190425,5210,438,407
20190425,5220,116,102
20190425,5230,604,458
20190425,5240,4,6
20190425,6000,4955,4733
20190425,6010,12,18
20190425,6020,173,152
20190425,6030,36,54
20190425,6040,12,11
20190425,6050,618,626
20190425,6060,6,14
20190425,6070,410,444
20190425,6080,181,162
20190425,6090,18,21
20190425,6100,19,16
20190425,6110,1064,1174
20190425,6120,10,7
20190425,6130,507,631
20190425,6140,36,31
20190425,6150,3,4
20190425,6160,368,586
20190425,6170,36,34
20190425,6180,337,345
20190425,6190,60,37
20190425,6200,22,12
20190425,6210,87,80
20190425,6220,286,286
20190425,6230,20,16
20190425,6240,392,243
20190425,6250,426,406
20190425,7000,15046,15048
20190425,7010,151,141
20190425,7020,7,19
20190425,7030,3170,1468
20190425,7040,41,37
20190425,7050,89,115
20190425,7060,1091,1094
20190425,7070,24,16
20190425,7080,79,102
20190425,7090,1038,1024
20190425,7100,233,193
20190425,7110,13,13
20190425,7120,665,657
20190425,7130,1083,3688
20190425,7140,32,52
20190425,7150,1090,1073
20190425,7160,5204,5384
20190425,7170,40,47
20190425,7180,174,168
20190425,7190,4627,4702
20190425,7200,139,157
20190425,7210,1450,1494
20190425,7220,205,212
20190425,7230,1423,1512
20190425,7240,50,55
20190425,7250,182,160
20190425,7260,189,209
20190425,7270,142,141
20190425,7280,38,30
20190425,7290,932,956
20190425,7300,192,196
20190425,7310,774,826
20190425,7320,103,120
20190425,7330,43,73
20190425,7331,15,16
20190425,7332,1050,1107
20190425,7333,5,16
20190425,7334,38,22
20190425,7335,191,208
20190425,7336,206,214
20190425,7350,603,483
20190425,7360,5335,5830
20190425,7361,36,51
20190425,7362,90,133
20190425,7380,684,659
20190425,7390,420,444
20190426,900,9797,9244
20190426,910,1422,1475
20190426,920,2833,2594
20190426,930,6635,7042
20190426,940,2768,2873
20190426,950,2223,1787
20190426,960,10922,11584
20190426,970,10683,10785
20190426,980,11812,12802
20190426,990,19815,19772
20190426,1000,72291,66856
20190426,1010,4753,4633
20190426,1020,22857,23378
20190426,1030,3594,3242
20190426,1040,15311,16093
20190426,1050,1132,1195
20190426,1060,1525,1595
20190426,1070,8757,9166
20190426,1080,30142,31791
20190426,1090,11485,10045
20190426,1100,30558,29997
20190426,1110,7516,6493
20190426,1120,6110,5661
20190426,1130,1691,1925
20190426,1140,69,98
20190426,1150,1313,997
20190426,1160,3905,4081
20190426,1170,6914,5577
20190426,1180,5447,5698
20190426,1190,2576,2614
20190426,1191,343,371
20190426,1192,2411,1956
20190426,1193,874,731
20190426,1194,3073,3444
20190426,1201,60,65
20190426,1202,129,168
20190426,1203,506,458
20190426,1204,95,84
20190426,1205,45,62
20190426,1206,47,58
20190426,1207,8,12
20190426,1208,339,398
20190426,1210,21854,20539
20190426,1220,1745,1230
20190426,1230,595,633
20190426,1240,223,282
20190426,1250,9154,9579
20190426,2110,37,44
20190426,2120,124,154
20190426,2130,2074,1343
20190426,2140,26,27
20190426,2150,499,570
20190426,2160,43,47
20190426,2170,904,1170
20190426,2180,1667,1982
20190426,2190,238,300
20190426,2200,2811,3545
20190426,2210,95,116
20190426,2220,1182,1807
20190426,2230,3409,2981
20190426,2240,430,538
20190426,2250,762,828
20190426,2260,4245,469
20190426,3140,358,457
20190426,3150,1102,1008
20190426,3160,7701,7401
20190426,3170,175,154
20190426,3180,738,993
20190426,3190,950,1104
20190426,3210,425,567
20190426,3220,3527,3475
20190426,3230,8525,10740
20190426,3240,600,670
20190426,3250,2698,2916
20190426,3260,507,625
20190426,3270,1089,1353
20190426,3280,3793,3825
20190426,3290,1142,1254
20190426,3300,29069,27350
20190426,3310,1449,1474
20190426,3320,3860,3360
20190426,3330,871,964
20190426,3340,11526,8036
20190426,3350,1320,4704
20190426,3360,15282,17849
20190426,3370,1094,1563
20190426,3380,1057,1135
20190426,3390,8731,10604
20190426,3400,481,852
20190426,3410,1045,1524
20190426,3420,2591,3781
20190426,3430,1019,1346
20190426,3431,50,40
20190426,3432,208,140
20190426,3433,18,16
20190426,3434,185,387
20190426,3435,155,224
20190426,3436,251,210
20190426,3450,908,1179
20190426,3460,196,269
20190426,3470,7862,8060
20190426,3480,2668,3124
20190426,3490,139,226
20190426,4050,2531,2026
20190426,4060,3647,2774
20190426,4070,992,1184
20190426,4080,12311,14200
20190426,4090,730,991
20190426,4100,195,390
20190426,4110,652,791
20190426,4120,5938,6927
20190426,4130,1736,1119
20190426,4140,598,817
20190426,4150,2261,1780
20190426,4160,196,221
20190426,4170,4571,4373
20190426,4180,1915,1597
20190426,4190,3343,2798
20190426,4200,4088,3735
20190426,4210,5815,4200
20190426,4220,30570,32030
20190426,4250,3123,1690
20190426,4260,1245,1171
20190426,4270,709,555
20190426,4271,2058,1058
20190426,4272,2998,2975
20190426,4290,4320,2449
20190426,4300,1990,2088
20190426,4310,3601,3445
20190426,4320,1783,2049
20190426,4330,3345,2813
20190426,4340,14372,13490
20190426,4350,953,1004
20190426,4360,632,717
20190426,4370,935,942
20190426,4380,242,233
20190426,4390,416,485
20190426,4400,18289,19414
20190426,4410,617,656
20190426,4420,953,1063
20190426,4430,1123,1119
20190426,4440,6267,6377
20190426,4450,722,810
20190426,4460,1267,1379
20190426,4470,166,192
20190426,5000,12147,13061
20190426,5010,303,259
20190426,5020,145,180
20190426,5030,693,743
20190426,5040,315,355
20190426,5050,4001,4832
20190426,5060,208,224
20190426,5070,947,525
20190426,5080,13,11
20190426,5090,436,523
20190426,5100,91,108
20190426,5110,68,64
20190426,5120,884,1135
20190426,5160,1,0
20190426,5190,303,280
20190426,5200,24,46
20190426,5210,340,350
20190426,5220,170,215
20190426,5230,881,681
20190426,5240,12,20
20190426,6000,7158,9691
20190426,6010,7,8
20190426,6020,233,218
20190426,6030,43,59
20190426,6040,10,5
20190426,6050,695,816
20190426,6060,7,15
20190426,6070,489,645
20190426,6080,221,227
20190426,6090,26,23
20190426,6100,20,17
20190426,6110,1572,1723
20190426,6120,18,15
20190426,6130,711,721
20190426,6140,93,84
20190426,6150,4,9
20190426,6160,518,634
20190426,6170,31,64
20190426,6180,393,406
20190426,6190,27,38
20190426,6200,18,15
20190426,6210,75,78
20190426,6220,407,380
20190426,6230,21,19
20190426,6240,740,275
20190426,6250,605,512
20190426,7000,21085,19319
20190426,7010,186,209
20190426,7020,9,25
20190426,7030,4026,1890
20190426,7040,40,40
20190426,7050,78,98
20190426,7060,1224,1188
20190426,7070,19,22
20190426,7080,12,28
20190426,7090,1069,1178
20190426,7100,192,234
20190426,7110,10,10
20190426,7120,653,730
20190426,7130,1458,4982
20190426,7140,16,22
20190426,7150,924,892
20190426,7160,6859,6613
20190426,7170,43,75
20190426,7180,163,199
20190426,7190,5686,5409
20190426,7200,141,164
20190426,7210,1520,1613
20190426,7220,135,152
20190426,7230,1473,1616
20190426,7240,75,78
20190426,7250,98,122
20190426,7260,263,284
20190426,7270,124,102
20190426,7280,18,24
20190426,7290,819,1012
20190426,7300,196,228
20190426,7310,1021,876
20190426,7320,119,117
20190426,7330,74,90
20190426,7331,22,1
20190426,7332,1140,1215
20190426,7333,12,11
20190426,7334,28,33
20190426,7335,219,245
20190426,7336,2083,1998
20190426,7350,557,572
20190426,7360,6216,6451
20190426,7361,318,317
20190426,7362,1714,1784
20190426,7380,776,740
20190426,7390,422,455
20190427,900,8164,8035
20190427,910,1201,1267
20190427,920,2004,1994
20190427,930,4616,4632
20190427,940,2282,2191
20190427,950,1600,1387
20190427,960,9674,9339
20190427,970,6224,6126
20190427,980,9006,9443
20190427,990,15479,14402
20190427,1000,70919,66148
20190427,1010,4315,4203
20190427,1020,23948,23382
20190427,1030,3155,2805
20190427,1040,15415,15017
20190427,1050,1147,1083
20190427,1060,1523,1493
20190427,1070,8815,8889
20190427,1080,30519,31661
20190427,1090,9723,9343
20190427,1100,31855,31393
20190427,1110,5815,5404
20190427,1120,5102,5148
20190427,1130,1822,1867
20190427,1140,98,98
20190427,1150,755,736
20190427,1160,4144,4182
20190427,1170,5939,5397
20190427,1180,5537,5349
20190427,1190,1985,2083
20190427,1191,442,326
20190427,1192,2114,1732
20190427,1193,997,865
20190427,1194,3069,3078
20190427,1201,85,87
20190427,1202,198,153
20190427,1203,937,710
20190427,1204,120,133
20190427,1205,66,82
20190427,1206,181,206
20190427,1207,53,50
20190427,1208,1349,1503
20190427,1210,25607,25552
20190427,1220,1096,924
20190427,1230,513,562
20190427,1240,242,302
20190427,1250,8806,9003
20190427,2110,35,49
20190427,2120,124,113
20190427,2130,998,1034
20190427,2140,19,32
20190427,2150,1762,2183
20190427,2160,90,103
20190427,2170,1028,1321
20190427,2180,1712,1952
20190427,2190,317,339
20190427,2200,4627,4764
20190427,2210,71,78
20190427,2220,1356,1460
20190427,2230,3441,3072
20190427,2240,497,511
20190427,2250,833,743
20190427,2260,2090,333
20190427,3140,282,359
20190427,3150,907,914
20190427,3160,6195,6595
20190427,3170,92,126
20190427,3180,1111,1163
20190427,3190,1117,1368
20190427,3210,625,772
20190427,3220,4254,4449
20190427,3230,10289,10822
20190427,3240,646,621
20190427,3250,3280,3064
20190427,3260,596,585
20190427,3270,1302,1292
20190427,3280,3807,3635
20190427,3290,1301,1161
20190427,3300,34617,33995
20190427,3310,1571,1488
20190427,3320,3245,2995
20190427,3330,1035,1035
20190427,3340,10807,8879
20190427,3350,738,2406
20190427,3360,18494,18729
20190427,3370,1373,1505
20190427,3380,1112,1104
20190427,3390,9570,10045
20190427,3400,525,686
20190427,3410,1244,1436
20190427,3420,2905,3249
20190427,3430,1228,1334
20190427,3431,10,20
20190427,3432,143,133
20190427,3433,16,28
20190427,3434,754,618
20190427,3435,204,338
20190427,3436,811,895
20190427,3450,892,995
20190427,3460,221,291
20190427,3470,7626,7661
20190427,3480,2301,2513
20190427,3490,138,181
20190427,4050,1931,1635
20190427,4060,2726,2775
20190427,4070,777,836
20190427,4080,12346,13576
20190427,4090,746,818
20190427,4100,162,212
20190427,4110,588,607
20190427,4120,5403,5809
20190427,4130,579,637
20190427,4140,575,648
20190427,4150,1491,1258
20190427,4160,135,159
20190427,4170,3492,3326
20190427,4180,931,785
20190427,4190,2715,2261
20190427,4200,3438,3140
20190427,4210,3643,3217
20190427,4220,30962,32145
20190427,4250,1728,1542
20190427,4260,1017,986
20190427,4270,524,433
20190427,4271,968,797
20190427,4272,2966,2314
20190427,4290,1401,1355
20190427,4300,1907,1822
20190427,4310,4012,3864
20190427,4320,1788,2003
20190427,4330,2759,2417
20190427,4340,12504,11857
20190427,4350,765,811
20190427,4360,673,704
20190427,4370,819,814
20190427,4380,247,246
20190427,4390,366,356
20190427,4400,21037,20284
20190427,4410,510,473
20190427,4420,932,927
20190427,4430,981,998
20190427,4440,5632,5219
20190427,4450,796,727
20190427,4460,1276,1269
20190427,4470,109,134
20190427,5000,11339,12446
20190427,5010,236,235
20190427,5020,149,187
20190427,5030,592,607
20190427,5040,354,397
20190427,5050,4107,4401
20190427,5060,43,75
20190427,5070,334,344
20190427,5080,16,17
20190427,5090,331,443
20190427,5100,84,71
20190427,5110,33,44
20190427,5120,917,1050
20190427,5130,32,0
20190427,5140,2,0
20190427,5160,0,3
20190427,5190,128,114
20190427,5200,10,19
20190427,5210,473,521
20190427,5220,164,132
20190427,5230,784,661
20190427,5240,6,9
20190427,6000,4808,6677
20190427,6010,4,6
20190427,6020,126,135
20190427,6030,20,26
20190427,6040,3,15
20190427,6050,462,767
20190427,6060,3,2
20190427,6070,457,567
20190427,6080,153,185
20190427,6090,10,13
20190427,6100,13,14
20190427,6110,1330,1511
20190427,6120,7,18
20190427,6130,574,794
20190427,6140,60,60
20190427,6150,3,3
20190427,6160,488,484
20190427,6170,32,41
20190427,6180,301,318
20190427,6190,9,22
20190427,6200,26,29
20190427,6210,43,50
20190427,6220,258,338
20190427,6230,4,17
20190427,6240,445,290
20190427,6250,415,377
20190427,7000,17229,18502
20190427,7010,154,552
20190427,7020,16,33
20190427,7030,3485,1843
20190427,7040,24,32
20190427,7050,37,44
20190427,7060,393,483
20190427,7070,18,29
20190427,7080,2,12
20190427,7090,778,906
20190427,7100,219,287
20190427,7110,5,9
20190427,7120,482,568
20190427,7130,1408,4320
20190427,7140,17,25
20190427,7150,954,954
20190427,7160,6293,6493
20190427,7170,39,45
20190427,7180,122,138
20190427,7190,5230,5223
20190427,7200,118,116
20190427,7210,1806,2000
20190427,7220,108,136
20190427,7230,941,1128
20190427,7240,80,128
20190427,7250,75,72
20190427,7260,254,273
20190427,7270,199,142
20190427,7280,24,55
20190427,7290,1610,1912
20190427,7300,162,267
20190427,7310,691,868
20190427,7320,144,182
20190427,7330,85,127
20190427,7331,6,9
20190427,7332,1444,1546
20190427,7333,122,92
20190427,7334,57,36
