SiteName,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
金門,金門縣,113,細懸浮微粒,對敏感族群不健康,1.8,0.27,0.5,66.7,49,29,21,7.4,8.4,1,3.3,167,2021/02/21 15:00:00,40,51,3,118.312256,24.432133,77
馬祖,連江縣,98,細懸浮微粒,普通,3.2,0.33,0.4,47.8,42,46,30,19.5,24.4,4.9,4.3,180,2021/02/21 15:00:00,35,49,3,119.949875,26.160469,75
埔里,南投縣,69,細懸浮微粒,普通,0.5,0.22,0.3,71.6,50,26,17,4.5,6.2,1.7,2.5,279,2021/02/21 15:00:00,23,33,2,120.967903,23.968842,72
復興,高雄市,65,細懸浮微粒,普通,3,0.33,0.5,57.1,49,32,18,12,13.8,1.8,1.3,206,2021/02/21 15:00:00,21,37,3,120.312017,22.608711,71
永和,新北市,84,細懸浮微粒,普通,3.2,0.97,0.9,75.8,44,72,49,34.1,41.8,7.6,2.8,30,2021/02/21 15:00:00,29,42,3,121.516306,25.017,70
竹山,南投縣,73,細懸浮微粒,普通,0.5,0.23,0.3,74.8,54,35,25,2.9,4.1,1.2,2.2,312,2021/02/21 15:00:00,25,34,2,120.677306,23.756389,69
中壢,桃園市,110,細懸浮微粒,對敏感族群不健康,3.7,0.78,0.8,69.4,49,63,43,28.9,42.6,13.7,1.4,40,2021/02/21 15:00:00,39,56,3,121.221667,24.953278,68
三重,新北市,90,細懸浮微粒,普通,4,0.88,1.1,-,-,64,45,47.7,67.7,20,-,-,2021/02/21 15:00:00,32,44,3,121.493806,25.072611,67
冬山,宜蘭縣,34,,良好,1.9,0.23,0.3,44.3,37,21,8,5.9,7.6,1.7,3.5,125,2021/02/21 15:00:00,10,23,1,121.792928,24.632203,66
宜蘭,宜蘭縣,44,,良好,1.5,0.15,0.2,57.1,48,20,7,1.7,3.1,1.4,1.5,74,2021/02/21 15:00:00,8,19,2,121.746394,24.747917,65
陽明,臺北市,77,臭氧八小時,普通,2.7,0.31,0.3,82.9,63,40,26,4.9,5.6,0.7,,,2021/02/21 15:00:00,22,30,2,121.529583,25.182722,64
花蓮,花蓮縣,36,,良好,1.2,0.15,0.2,50.6,39,13,7,0.9,3.2,2.4,2.6,134,2021/02/21 15:00:00,7,13,1,121.599769,23.971306,63
臺東,臺東縣,37,,良好,2.2,0.22,0.2,47.2,40,21,9,3.3,4.2,0.9,2.2,124,2021/02/21 15:00:00,8,14,2,121.15045,22.755358,62
恆春,屏東縣,45,,良好,1.1,0.13,0.1,50.5,49,5,4,,,,5.4,33,2021/02/21 15:00:00,5,11,1,120.788928,21.958069,61
潮州,屏東縣,74,臭氧八小時,普通,7.9,0.55,0.3,87.8,62,54,31,15.2,16.1,0.9,3.3,250,2021/02/21 15:00:00,23,42,2,120.561175,22.523108,60
屏東,屏東縣,62,細懸浮微粒,普通,1.8,0.26,0.3,70,52,45,21,9.2,10.6,1.5,2.4,286,2021/02/21 15:00:00,20,41,2,120.488033,22.673081,59
小港,高雄市,71,細懸浮微粒,普通,3.1,0.28,0.4,62.1,52,36,19,13.1,15.5,2.4,3.6,264,2021/02/21 15:00:00,24,42,3,120.337736,22.565833,58
前鎮,高雄市,66,細懸浮微粒,普通,2.9,0.32,0.5,50.7,46,35,17,17.3,20.3,3,2,10,2021/02/21 15:00:00,22,38,3,120.307564,22.605386,57
前金,高雄市,71,細懸浮微粒,普通,1.4,0.25,0.4,63.7,54,31,20,6.6,8.1,1.5,3.3,313,2021/02/21 15:00:00,24,37,2,120.288086,22.632567,56
左營,高雄市,59,細懸浮微粒,普通,2.5,0.21,0.3,59.6,52,27,16,4.3,4.9,0.6,3.9,290,2021/02/21 15:00:00,19,34,3,120.292917,22.674861,54
楠梓,高雄市,61,細懸浮微粒,普通,2.1,0.24,0.3,66.1,54,34,14,6.5,8.6,2.1,3.5,289,2021/02/21 15:00:00,20,35,2,120.328289,22.733667,53
林園,高雄市,74,臭氧八小時,普通,4.2,0.36,0.3,84.7,62,38,24,7.1,7.4,0.3,3.2,273,2021/02/21 15:00:00,22,40,3,120.41175,22.4795,52
大寮,高雄市,89,細懸浮微粒,普通,3.5,0.3,0.4,80.1,57,41,22,7.7,8.6,0.9,2.1,253,2021/02/21 15:00:00,31,57,5,120.425311,22.56413611,51
鳳山,高雄市,62,細懸浮微粒,普通,2.5,0.48,0.5,63.4,54,36,19,17.5,20.1,2.5,1.5,294,2021/02/21 15:00:00,20,37,3,120.358083,22.627392,50
仁武,高雄市,65,細懸浮微粒,普通,2,0.25,0.3,69.2,58,47,20,6.5,8.4,1.9,3.7,283,2021/02/21 15:00:00,21,40,2,120.332631,22.689056,49
橋頭,高雄市,58,細懸浮微粒,普通,2.4,0.22,0.3,63.5,51,33,19,5.9,7.3,1.4,3.4,273,2021/02/21 15:00:00,18,35,2,120.305689,22.757506,48
美濃,高雄市,55,細懸浮微粒,普通,1,0.27,0.3,74.3,53,31,15,5.2,6.3,1.1,2.2,271,2021/02/21 15:00:00,17,27,1,120.530542,22.883583,47
臺南,臺南市,64,細懸浮微粒,普通,1.8,0.25,0.4,56.8,52,24,16,8.3,9,0.8,2.6,313,2021/02/21 15:00:00,21,31,2,120.202617,22.984581,46
安南,臺南市,67,細懸浮微粒,普通,2.4,0.22,0.3,68.6,53,30,23,3.9,4.8,0.9,3.1,317,2021/02/21 15:00:00,22,34,2,120.2175,23.048197,45
善化,臺南市,62,細懸浮微粒,普通,2.2,0.18,0.2,63.2,51,28,15,6.7,7.6,0.9,2.8,278,2021/02/21 15:00:00,20,27,2,120.297142,23.115097,44
新營,臺南市,60,細懸浮微粒,普通,2.2,0.25,0.3,60.5,48,32,16,4.5,5.9,1.4,2.5,271,2021/02/21 15:00:00,19,32,2,120.31725,23.305633,43
嘉義,嘉義市,60,細懸浮微粒,普通,2.1,0.23,0.3,57.9,50,28,17,5.3,6.4,1.1,3.3,274,2021/02/21 15:00:00,19,29,2,120.44083333,23.462778,42
臺西,雲林縣,152,細懸浮微粒,對所有族群不健康,1.9,0.27,0.4,79.4,60,49,36,10.8,12,1.2,2.1,299,2021/02/21 15:00:00,56,73,2,120.19933333,23.702175,41
朴子,嘉義縣,75,細懸浮微粒,普通,2,0.2,0.4,54.4,42,24,14,2.3,4.6,2.2,2.1,314,2021/02/21 15:00:00,25,37,2,120.24781111,23.46712222,40
新港,嘉義縣,72,細懸浮微粒,普通,1.5,0.18,0.3,52.9,46,23,15,6.6,7.4,0.9,2,288,2021/02/21 15:00:00,24,37,3,120.345531,23.554839,39
崙背,雲林縣,99,細懸浮微粒,普通,1.9,0.22,0.3,68.3,51,24,18,7.6,8.1,0.3,2.4,280,2021/02/21 15:00:00,35,53,2,120.348742,23.757547,38
斗六,雲林縣,75,細懸浮微粒,普通,2.7,0.27,0.4,74,58,36,24,4.5,6.3,1.8,1.7,262,2021/02/21 15:00:00,25,37,3,120.544994,23.711853,37
南投,南投縣,77,細懸浮微粒,普通,2.7,0.26,0.3,73.8,54,34,24,4.3,5.7,1.4,1.9,244,2021/02/21 15:00:00,26,37,3,120.685306,23.913,36
二林,彰化縣,133,細懸浮微粒,對敏感族群不健康,1,0.22,0.4,50.7,46,36,19,3.3,4.5,1.2,3.1,283,2021/02/21 15:00:00,48,78,3,120.409653,23.925175,35
線西,彰化縣,106,細懸浮微粒,對敏感族群不健康,0.5,0.22,0.4,71.3,58,30,20,3.3,3.8,0.6,3.5,288,2021/02/21 15:00:00,38,56,1,120.469061,24.131672,34
彰化,彰化縣,98,細懸浮微粒,普通,3.4,0.25,0.3,66,62,23,15,6.8,7.7,0.9,2.7,273,2021/02/21 15:00:00,35,43,4,120.541519,24.066,33
西屯,臺中市,99,細懸浮微粒,普通,2.4,0.25,0.4,68.3,49,53,34,8.7,9.6,0.9,3.1,281,2021/02/21 15:00:00,35,50,3,120.616917,24.162197,32
忠明,臺中市,98,細懸浮微粒,普通,2.7,0.29,0.4,73.9,48,58,38,8.2,8.7,0.5,2.3,251,2021/02/21 15:00:00,35,50,3,120.641092,24.151958,31
大里,臺中市,92,細懸浮微粒,普通,2.3,0.31,0.4,77.4,50,62,41,6.8,8.4,1.6,3,278,2021/02/21 15:00:00,32,47,3,120.677689,24.099611,30
沙鹿,臺中市,90,細懸浮微粒,普通,0.5,0.23,0.5,64.2,54,22,12,1.7,2.9,1.2,2.4,258,2021/02/21 15:00:00,31,49,2,120.568794,24.225628,29
豐原,臺中市,86,細懸浮微粒,普通,3.7,0.34,0.4,81.8,61,52,33,8.7,11.2,2.4,2.6,256,2021/02/21 15:00:00,30,44,3,120.741711,24.256586,28
三義,苗栗縣,94,細懸浮微粒,普通,4.2,0.3,0.3,70.9,60,50,38,9.4,11.3,2,3,269,2021/02/21 15:00:00,33,51,2,120.758833,24.382942,27
苗栗,苗栗縣,98,細懸浮微粒,普通,3,0.36,0.5,70.8,49,48,28,9.6,11.1,1.5,1.7,290,2021/02/21 15:00:00,35,52,2,120.8202,24.565269,26
頭份,苗栗縣,109,細懸浮微粒,對敏感族群不健康,4.2,0.41,0.4,77.4,53,67,45,7,8.5,1.5,3.3,295,2021/02/21 15:00:00,39,58,2,120.898572,24.696969,25
新竹,新竹市,97,細懸浮微粒,普通,4.5,0.47,0.5,94.4,62,63,42,8.9,10.3,1.3,2.5,298,2021/02/21 15:00:00,34,53,2,120.972075,24.805619,24
竹東,新竹縣,92,細懸浮微粒,普通,4.1,0.4,0.4,94.2,66,50,35,7.7,7.8,0.3,2.2,277,2021/02/21 15:00:00,32,46,2,121.088903,24.740644,23
湖口,新竹縣,130,細懸浮微粒,對敏感族群不健康,3.5,0.38,0.4,99.2,66,69,51,5.5,5.5,0.3,2.9,282,2021/02/21 15:00:00,47,60,2,121.038653,24.900142,22
龍潭,桃園市,93,臭氧八小時,普通,3,0.38,0.4,90.8,68,55,32,7.8,8.6,0.8,3.1,260,2021/02/21 15:00:00,29,43,2,121.21635,24.863869,21
平鎮,桃園市,103,細懸浮微粒,對敏感族群不健康,2.9,0.34,0.4,88.6,65,57,39,6.6,7.6,1,2.8,261,2021/02/21 15:00:00,36,52,2,121.203986,24.952786,20
觀音,桃園市,134,細懸浮微粒,對敏感族群不健康,9,0.52,0.5,76.6,49,60,41,11.7,12.3,0.6,2.3,272,2021/02/21 15:00:00,48,68,4,121.082761,25.035503,19
大園,桃園市,131,細懸浮微粒,對敏感族群不健康,3.1,0.44,0.6,88,54,64,42,12.9,13.5,0.6,3.2,320,2021/02/21 15:00:00,47,62,3,121.201811,25.060344,18
桃園,桃園市,118,細懸浮微粒,對敏感族群不健康,3.5,0.55,0.6,102.2,62,69,44,14.9,16.1,1.2,2.2,0,2021/02/21 15:00:00,42,59,4,121.30872222,24.98677778,17
大同,臺北市,82,細懸浮微粒,普通,2.1,0.81,1.3,-,-,53,36,27.4,34.5,7.2,-,-,2021/02/21 15:00:00,28,40,2,121.513311,25.0632,16
松山,臺北市,81,細懸浮微粒,普通,1,0.5,0.6,93.2,46,55,41,15.9,17.8,1.9,2.9,298,2021/02/21 15:00:00,28,38,2,121.578611,25.05,15
古亭,臺北市,68,細懸浮微粒,普通,2.3,0.47,0.5,97.3,55,53,34,15,16.1,1.1,1.9,324,2021/02/21 15:00:00,22,32,2,121.529556,25.020608,14
萬華,臺北市,73,細懸浮微粒,普通,2.6,0.59,0.5,88.4,51,59,38,21.3,24.9,3.6,1.8,334,2021/02/21 15:00:00,24,34,2,121.507972,25.046503,13
中山,臺北市,77,細懸浮微粒,普通,3,0.62,0.8,86,43,53,39,23.3,25.7,2.4,2.5,357,2021/02/21 15:00:00,26,36,2,121.526528,25.062361,12
士林,臺北市,75,細懸浮微粒,普通,3.1,0.39,0.5,106.4,56,65,33,12.8,14.9,2.1,3.8,301,2021/02/21 15:00:00,25,41,2,121.515389,25.105417,11
淡水,新北市,83,細懸浮微粒,普通,4.5,0.38,0.4,93,51,45,37,11.3,11.6,0.3,,,2021/02/21 15:00:00,28,39,3,121.449239,25.1645,10
林口,新北市,100,臭氧八小時,普通,2.7,0.46,0.4,106,70,61,47,8.4,8.6,0.3,2.4,304,2021/02/21 15:00:00,35,48,2,121.376869,25.077197,9
菜寮,新北市,83,細懸浮微粒,普通,4.1,0.48,0.6,94.5,55,62,43,14.6,16.8,2.2,2.3,355,2021/02/21 15:00:00,28,38,2,121.481028,25.06895,8
新莊,新北市,84,細懸浮微粒,普通,4.2,0.55,0.6,105.1,58,59,42,14.4,15.8,1.4,2.3,266,2021/02/21 15:00:00,29,41,3,121.4325,25.037972,7
板橋,新北市,90,細懸浮微粒,普通,5.1,0.57,0.7,100.9,52,62,52,17.5,19.6,2.2,2.8,299,2021/02/21 15:00:00,31,42,3,121.458667,25.012972,6
土城,新北市,92,細懸浮微粒,普通,4.3,0.52,0.6,108.8,57,62,49,13.5,15.3,1.8,2.5,285,2021/02/21 15:00:00,32,42,3,121.451861,24.982528,5
新店,新北市,68,細懸浮微粒,普通,2.5,0.52,0.5,103.3,59,50,39,15.1,16,0.9,3.2,351,2021/02/21 15:00:00,23,32,2,121.537778,24.977222,4
萬里,新北市,61,細懸浮微粒,普通,6,0.33,0.3,85.3,54,40,28,6.7,7.6,0.9,3.7,18,2021/02/21 15:00:00,20,32,3,121.689881,25.179667,3
汐止,新北市,56,細懸浮微粒,普通,4.9,0.36,0.6,64,42,28,16,10,13.2,3.3,2,34,2021/02/21 15:00:00,18,28,2,121.6423,25.067131,2
基隆,基隆市,60,細懸浮微粒,普通,3.8,0.28,0.4,64.6,40,27,19,10.5,12.4,1.9,1.2,64,2021/02/21 15:00:00,19,22,2,121.760056,25.129167,1
