SiteName,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
嘉義,嘉義市,60,細懸浮微粒,普通,4.8,0.53,0.3,16.7,36,53,28,31.8,33.4,1.6,1.7,7,2021/11/10 21:00:00,19,42,3,120.44083333,23.462778,42
新營,臺南市,55,細懸浮微粒,普通,2.4,0.36,0.2,26.9,43,56,26,23.7,24.3,0.6,2.1,24,2021/11/10 21:00:00,17,51,2,120.31725,23.305633,43
善化,臺南市,56,細懸浮微粒,普通,3.1,0.33,0.2,24.3,43,48,20,24,25,1,1.9,352,2021/11/10 21:00:00,17,39,2,120.297142,23.115097,44
安南,臺南市,59,懸浮微粒,普通,2.7,0.4,0.3,25.6,42,55,24,26,27.2,1.2,1.9,333,2021/11/10 21:00:00,17,59,2,120.2175,23.048197,45
臺南,臺南市,58,細懸浮微粒,普通,2.6,0.42,0.3,26.9,42,52,24,25.8,27.2,1.3,2.1,15,2021/11/10 21:00:00,18,58,2,120.202617,22.984581,46
美濃,高雄市,67,細懸浮微粒,普通,1.9,0.28,0.3,34,48,37,16,11.6,12.5,0.8,0.7,218,2021/11/10 21:00:00,21,42,1,120.530542,22.883583,47
橋頭,高雄市,65,細懸浮微粒,普通,2.4,0.28,0.2,22.5,41,59,20,29.9,31,1,1.5,45,2021/11/10 21:00:00,21,60,2,120.305689,22.757506,48
仁武,高雄市,62,細懸浮微粒,普通,2.9,0.42,0.3,20.8,39,44,20,31.7,32.8,1.1,1.8,354,2021/11/10 21:00:00,20,46,2,120.332631,22.689056,49
鳳山,高雄市,67,細懸浮微粒,普通,3.9,0.65,0.7,16.6,32,47,21,38.4,43.1,4.6,0.9,274,2021/11/10 21:00:00,22,50,3,120.358083,22.627392,50
大寮,高雄市,73,細懸浮微粒,普通,2.6,0.34,0.3,27.4,47,49,18,26.1,26.6,0.5,1.6,327,2021/11/10 21:00:00,24,56,2,120.425311,22.56413611,51
林園,高雄市,79,細懸浮微粒,普通,3.8,0.43,0.3,21.7,54,67,19,34.9,36.5,1.5,2.2,10,2021/11/10 21:00:00,26,75,3,120.41175,22.4795,52
楠梓,高雄市,54,細懸浮微粒,普通,2.3,0.37,0.3,23.9,42,49,17,28.2,28.6,0.3,1.6,349,2021/11/10 21:00:00,16,53,2,120.328289,22.733667,53
左營,高雄市,63,細懸浮微粒,普通,4.6,0.43,0.3,26,44,50,21,26,26.9,0.8,1.4,19,2021/11/10 21:00:00,20,55,3,120.292917,22.674861,54
前金,高雄市,64,細懸浮微粒,普通,3.2,0.42,0.3,27.7,45,50,20,25.5,26.4,0.9,2,344,2021/11/10 21:00:00,20,56,2,120.288086,22.632567,56
前鎮,高雄市,62,細懸浮微粒,普通,3.2,0.56,0.5,24.9,41,56,19,29.4,32.5,3.1,2.5,9,2021/11/10 21:00:00,19,61,2,120.307564,22.605386,57
小港,高雄市,65,細懸浮微粒,普通,1.7,0.44,0.4,24.6,42,46,18,28.9,30,1.1,1.4,313,2021/11/10 21:00:00,21,55,2,120.337736,22.565833,58
屏東,屏東縣,62,細懸浮微粒,普通,1.6,0.39,0.3,35.7,52,42,15,20.8,21.8,0.9,1,347,2021/11/10 21:00:00,20,47,1,120.488033,22.673081,59
潮州,屏東縣,84,臭氧八小時,普通,1.9,0.43,0.4,20.7,65,55,27,25.8,26.3,0.5,0.3,44,2021/11/10 21:00:00,27,58,2,120.561175,22.523108,60
恆春,屏東縣,43,,良好,1.7,0.17,0.1,48,46,21,13,2.2,3.5,1.2,9,25,2021/11/10 21:00:00,8,19,1,120.788928,21.958069,61
臺東,臺東縣,33,,良好,1.3,0.21,0.2,39.2,36,23,8,4.5,5.1,0.6,2.6,317,2021/11/10 21:00:00,9,26,1,121.15045,22.755358,62
花蓮,花蓮縣,33,,良好,0.5,0.3,0.3,24.9,29,28,9,10,10.9,0.8,1.8,227,2021/11/10 21:00:00,10,30,0,121.599769,23.971306,63
陽明,臺北市,50,,良好,1,0.15,0.1,48.5,54,9,5,0.9,1.6,0.7,,,2021/11/10 21:00:00,9,16,1,121.529583,25.182722,64
宜蘭,宜蘭縣,49,,良好,7.1,0.26,0.2,28.2,42,27,16,7.8,8.7,0.9,0.3,255,2021/11/10 21:00:00,15,24,5,121.746394,24.747917,65
冬山,宜蘭縣,40,,良好,0.9,0.2,0.2,35,43,29,12,7.3,7.6,0.2,0.3,261,2021/11/10 21:00:00,8,25,0,121.792928,24.632203,66
三重,新北市,63,二氧化氮,普通,2.2,1.14,1.2,11.5,17,34,16,48.1,78.2,30.1,-,-,2021/11/10 21:00:00,15,33,2,121.493806,25.072611,67
中壢,桃園市,61,二氧化氮,普通,2.9,1.09,0.9,13.6,17,35,15,45.5,71.2,25.6,1,286,2021/11/10 21:00:00,15,39,2,121.221667,24.953278,68
竹山,南投縣,49,,良好,1.6,0.35,0.3,12.2,32,29,16,21.2,22.6,1.4,1.2,143,2021/11/10 21:00:00,15,31,1,120.677306,23.756389,69
永和,新北市,48,,良好,0.6,0.46,0.4,26.9,36,25,16,21.4,23.2,1.7,0.9,141,2021/11/10 21:00:00,14,29,0,121.516306,25.017,70
復興,高雄市,62,細懸浮微粒,普通,2.6,0.71,0.6,23.6,40,48,17,29.5,34,4.4,1.2,112,2021/11/10 21:00:00,20,56,2,120.312017,22.608711,71
埔里,南投縣,49,,良好,1.5,0.38,0.3,10.2,31,20,15,16.8,17.9,1.1,0.9,281,2021/11/10 21:00:00,15,25,1,120.967903,23.968842,72
馬祖,連江縣,67,臭氧八小時,普通,1.1,0.19,0.2,55.8,60,24,17,4.4,4.8,0.4,0.9,29,2021/11/10 21:00:00,15,24,1,119.949875,26.160469,75
金門,金門縣,49,,良好,1.9,0.38,0.2,41.9,53,35,18,11.4,12,0.6,1.7,71,2021/11/10 21:00:00,12,37,3,118.312256,24.432133,77
馬公,澎湖縣,67,臭氧八小時,普通,0.9,0.18,0.2,59.4,60,17,5,3.6,4.3,0.6,4,28,2021/11/10 21:00:00,7,19,0,119.566158,23.569031,78
關山,臺東縣,32,,良好,1.8,-,-,34.4,,33,8,3.6,4.2,0.5,0.6,335,2021/11/10 21:00:00,9,31,1,121.161933,23.045083,80
麥寮,雲林縣,55,細懸浮微粒,普通,4.3,0.33,0.2,28.5,50,47,25,20.5,21.8,1.3,2,0,2021/11/10 21:00:00,17,48,3,120.251825,23.753506,83
富貴角,新北市,77,臭氧八小時,普通,0.5,0.15,0.1,55.5,63,21,6,2.4,2.4,0,2.7,131,2021/11/10 21:00:00,7,30,0,121.54738,25.29228,84
大城,彰化縣,51,臭氧八小時,普通,2.8,0.26,0.2,38.3,55,39,16,14.3,16.7,2.4,4.8,32,2021/11/10 21:00:00,13,33,2,120.26964167,23.85493056,85
高雄(湖內),高雄市,51,二氧化氮,普通,2.6,0.42,0.3,16.8,38,42,22,31.7,32.6,0.9,0.7,63,2021/11/10 21:00:00,15,43,2,120.24535,22.87985556,202
臺南(麻豆),臺南市,54,細懸浮微粒,普通,2.5,0.35,0.2,27.8,42,48,23,21.9,22.5,0.5,1.9,355,2021/11/10 21:00:00,16,53,2,120.24583056,23.17904722,203
屏東(琉球),屏東縣,79,細懸浮微粒,普通,2.3,0.39,0.4,35.1,62,31,15,10.4,10.6,0.2,2.1,327,2021/11/10 21:00:00,26,61,5,120.37722,22.35222,204
新北(樹林),新北市,55,細懸浮微粒,普通,0.7,0.51,0.5,25.2,24,25,15,28.6,36,7.3,0,167,2021/11/10 21:00:00,17,28,0,121.38352778,24.94902778,311
臺南(學甲),臺南市,70,懸浮微粒,普通,2.2,0.32,0.2,26.4,36,58,28,20.7,26.9,6.1,1.7,14,2021/11/10 21:00:00,21,70,1,120.18339722,23.23688056,312
屏東(枋寮),屏東縣,75,細懸浮微粒,普通,1.3,0.33,0.3,28.7,52,41,21,17.3,17.7,0.4,0.5,328,2021/11/10 21:00:00,25,50,1,120.59036944,22.38474167,313
