SiteName,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
馬祖,連江縣,76,細懸浮微粒,普通,3.1,0.18,0.3,38,22,41,31,9.5,11,1.3,1.2,177,2020-05-03 12:00,26,42,4,119.949875,26.160469,75
埔里,南投縣,63,細懸浮微粒,普通,2,0.23,0.3,47,25,22,14,6.2,7.1,1,3.3,280,2020-05-03 12:00,20,29,2,120.967903,23.968842,72
復興,高雄市,19,,良好,1.7,0.16,0.2,24,16,19,7,6.7,11,4.1,2,212,2020-05-03 12:00,6,14,2,120.312017,22.608711,71
永和,新北市,61,細懸浮微粒,普通,2.2,0.64,0.6,40,26,31,17,10,16,5.6,2.9,272,2020-05-03 12:00,19,30,3,121.516306,25.017,70
竹山,南投縣,46,,良好,2.5,0.13,0.2,44,21,32,12,4.2,5.1,0.8,2.6,251,2020-05-03 12:00,14,27,2,120.677306,23.756389,69
中壢,桃園市,56,細懸浮微粒,普通,2.3,0.69,0.8,26,14,24,11,13,33,20,2.1,112,2020-05-03 12:00,18,30,3,121.221667,24.953278,68
三重,新北市,76,細懸浮微粒,普通,2.6,1.08,0.9,-,,31,26,25,66,41,,,2020-05-03 12:00,26,36,3,121.493806,25.072611,67
冬山,宜蘭縣,58,細懸浮微粒,普通,2.1,0.23,0.3,46,33,21,11,4.1,6,2,2,39,2020-05-03 12:00,18,28,2,121.792928,24.632203,66
宜蘭,宜蘭縣,44,,良好,4.3,0.25,0.3,51,33,23,12,2.7,3.3,0.6,2.2,69,2020-05-03 12:00,14,24,2,121.746394,24.747917,65
陽明,臺北市,46,,良好,1.2,0.17,0.2,32,22,22,15,1.8,2.9,1.1,,,2020-05-03 12:00,14,23,1,121.529583,25.182722,64
花蓮,花蓮縣,21,,良好,1.6,0.14,0.1,24,15,15,6,0.1,3.2,3.2,2.9,122,2020-05-03 12:00,7,17,2,121.599769,23.971306,63
臺東,臺東縣,16,,良好,1.1,0.27,0.2,26,17,14,4,2.2,3.6,1.4,2.1,155,2020-05-03 12:00,5,14,1,121.15045,22.755358,62
恆春,屏東縣,23,,良好,1.3,0.08,0.1,27,25,8,5,0.3,1.1,0.8,3.7,276,2020-05-03 12:00,7,8,1,120.788928,21.958069,61
潮州,屏東縣,23,,良好,2.4,0.21,0.2,43,25,27,11,3.3,3.9,0.6,4.6,259,2020-05-03 12:00,6,19,2,120.561175,22.523108,60
屏東,屏東縣,45,,良好,1.5,0.26,0.2,63,29,34,16,8.7,12,3.4,3.6,240,2020-05-03 12:00,14,31,2,120.488033,22.673081,59
小港,高雄市,31,,良好,1.2,0.13,0.2,28,16,16,11,2,5.3,3.3,3.5,255,2020-05-03 12:00,10,15,2,120.337736,22.565833,58
前鎮,高雄市,15,,良好,1.1,0.2,0.2,24,16,13,2,3.5,7.1,3.6,2.1,211,2020-05-03 12:00,3,15,2,120.307564,22.605386,57
前金,高雄市,20,,良好,,0.18,0.2,29,22,18,3,2.6,4.7,2.1,4.2,278,2020-05-03 12:00,5,15,1,120.288086,22.632567,56
左營,高雄市,17,,良好,1.7,0.11,0.2,28,18,15,3,1.4,2.4,1,4.1,284,2020-05-03 12:00,5,15,2,120.292917,22.674861,54
楠梓,高雄市,28,,良好,0.9,0.15,0.2,27,17,13,5,2.5,4.3,1.8,2.6,259,2020-05-03 12:00,9,20,2,120.328289,22.733667,53
林園,高雄市,21,,良好,1.4,0.11,0.1,26,19,20,5,1.6,2.4,0.8,3.6,254,2020-05-03 12:00,6,22,2,120.41175,22.4795,52
大寮,高雄市,35,,良好,7.5,0.41,0.2,20,15,26,13,11,16,5.1,3,263,2020-05-03 12:00,11,25,2,120.425081,22.565747,51
鳳山,高雄市,21,,良好,1.7,0.26,0.3,31,20,18,4,6.6,9.6,3.1,3.4,261,2020-05-03 12:00,6,20,3,120.358083,22.627392,50
仁武,高雄市,26,,良好,2.1,0.13,0.2,30,20,13,6,3.7,5.9,2.3,3.7,270,2020-05-03 12:00,8,19,2,120.332631,22.689056,49
橋頭,高雄市,21,,良好,2,0.11,0.2,24,17,14,4,4.6,5.7,1.1,4.5,245,2020-05-03 12:00,7,15,2,120.305689,22.757506,48
美濃,高雄市,47,,良好,2.5,0.23,0.2,65,25,33,22,4.6,4.8,0.2,2,137,2020-05-03 12:00,14,25,2,120.530542,22.883583,47
臺南,臺南市,18,,良好,1.4,0.13,0.2,25,17,16,2,4.2,5.6,1.4,3.6,266,2020-05-03 12:00,6,16,2,120.202617,22.984581,46
安南,臺南市,20,,良好,2,0.16,0.2,29,22,16,8,5.1,5.7,0.6,3.7,269,2020-05-03 12:00,5,16,2,120.2175,23.048197,45
善化,臺南市,29,,良好,0.9,0.16,0.2,36,18,19,9,5.5,6.4,1,3.2,262,2020-05-03 12:00,9,21,2,120.297142,23.115097,44
新營,臺南市,32,,良好,22,0.17,0.2,36,19,22,11,4.7,5.8,1.1,3,257,2020-05-03 12:00,10,22,5,120.31725,23.305633,43
嘉義,嘉義市,30,,良好,1.2,0.13,0.2,32,17,21,8,4.2,4.9,0.7,3.3,265,2020-05-03 12:00,9,21,2,120.440833,23.462778,42
臺西,雲林縣,33,,良好,1.2,0.12,0.1,25,21,17,7,2.8,3.2,0.4,5.7,254,2020-05-03 12:00,10,19,2,120.202842,23.717533,41
朴子,嘉義縣,21,,良好,2,0.19,0.2,29,16,15,6,1.5,5.4,3.9,2.3,275,2020-05-03 12:00,7,18,2,120.24781,23.467123,40
新港,嘉義縣,24,,良好,0.8,0.11,0.2,29,15,20,5,1,3,2,3.5,277,2020-05-03 12:00,8,22,1,120.345531,23.554839,39
崙背,雲林縣,26,,良好,1.4,0.12,0.2,28,16,23,4,2.7,4.9,2.2,2.4,249,2020-05-03 12:00,8,24,2,120.348742,23.757547,38
斗六,雲林縣,43,,良好,1.1,0.19,0.2,36,20,22,11,5.2,7.8,2.6,2.5,268,2020-05-03 12:00,13,24,2,120.544994,23.711853,37
南投,南投縣,53,細懸浮微粒,普通,3,0.2,0.3,45,23,21,15,5.9,7.1,1.2,2.8,250,2020-05-03 12:00,16,28,3,120.685306,23.913,36
二林,彰化縣,37,,良好,3.1,0.13,0.2,19,12,17,6,1.9,2.9,1,5.3,267,2020-05-03 12:00,11,26,3,120.409653,23.925175,35
線西,彰化縣,34,,良好,1.8,0.11,0.2,29,21,18,6,1.5,2.6,1.2,6.2,245,2020-05-03 12:00,11,24,2,120.469061,24.131672,34
彰化,彰化縣,33,,良好,1.8,0.16,0.2,23,15,21,7,2.5,3.2,0.7,3.1,246,2020-05-03 12:00,10,25,3,120.541519,24.066,33
西屯,臺中市,51,細懸浮微粒,普通,2.6,0.12,0.2,35,22,22,11,2.9,3.1,0.2,3.4,236,2020-05-03 12:00,16,28,2,120.616917,24.162197,32
忠明,臺中市,49,,良好,1.5,0.13,0.2,30,21,23,11,4.9,7.5,2.5,2.4,231,2020-05-03 12:00,15,27,2,120.641092,24.151958,31
大里,臺中市,52,細懸浮微粒,普通,2.8,0.2,0.3,30,21,23,12,5.9,7.3,1.4,3.6,275,2020-05-03 12:00,16,28,2,120.677689,24.099611,30
沙鹿,臺中市,36,,良好,3.6,0.14,0.2,28,19,20,7,4.1,5.1,1,3.3,230,2020-05-03 12:00,11,21,2,120.568794,24.225628,29
豐原,臺中市,45,,良好,1.4,0.26,0.3,46,29,31,12,4.2,6.2,2,3.9,217,2020-05-03 12:00,14,25,2,120.741711,24.256586,28
三義,苗栗縣,47,,良好,1.1,0.17,0.2,30,21,28,13,5.2,6.5,1.3,4.7,205,2020-05-03 12:00,15,24,1,120.758833,24.382942,27
苗栗,苗栗縣,39,,良好,2.2,0.21,0.2,22,17,23,11,4.8,6,1.2,2.6,223,2020-05-03 12:00,12,25,2,120.8202,24.565269,26
頭份,苗栗縣,45,,良好,1.4,0.15,0.2,25,19,29,12,3.6,5.3,1.7,4.9,254,2020-05-03 12:00,14,29,2,120.898572,24.696969,25
新竹,新竹市,40,,良好,2.1,0.22,0.3,28,19,22,6,3.7,5.8,2.1,5.1,243,2020-05-03 12:00,12,24,2,120.972075,24.805619,24
竹東,新竹縣,56,細懸浮微粒,普通,1.3,0.18,0.3,40,24,37,6,3.6,4.4,0.9,3.1,243,2020-05-03 12:00,18,32,2,121.088903,24.740644,23
湖口,新竹縣,34,,良好,1.4,0.1,0.2,30,20,19,7,2.4,2.8,0.4,6.4,254,2020-05-03 12:00,11,24,2,121.038653,24.900142,22
龍潭,桃園市,58,細懸浮微粒,普通,3,0.25,0.3,39,27,28,14,4.8,6.9,2.1,4.3,256,2020-05-03 12:00,18,31,3,121.21635,24.863869,21
平鎮,桃園市,52,細懸浮微粒,普通,1.9,0.19,0.3,35,22,40,14,4.4,6.7,2.3,4.5,267,2020-05-03 12:00,16,35,2,121.203986,24.952786,20
觀音,桃園市,28,,良好,2.1,0.15,0.1,27,22,17,9,4.8,5.1,0.3,6.6,258,2020-05-03 12:00,9,22,2,121.082761,25.035503,19
大園,桃園市,49,,良好,0.8,0.12,0.2,33,22,32,12,2.5,2.9,0.4,6.3,248,2020-05-03 12:00,15,30,2,121.201811,25.060344,18
桃園,桃園市,70,細懸浮微粒,普通,0.2,0.19,0.4,30,16,26,16,6,6.6,0.6,3.1,265,2020-05-03 12:00,23,36,4,121.304383,24.995368,17
大同,臺北市,71,細懸浮微粒,普通,2.3,0.88,1.1,-,,37,21,18,28,9.8,,,2020-05-03 12:00,24,38,3,121.513311,25.0632,16
松山,臺北市,69,細懸浮微粒,普通,2.5,0.24,0.4,45,29,40,21,14,31,17,2,331,2020-05-03 12:00,23,36,3,121.578611,25.05,15
古亭,臺北市,62,細懸浮微粒,普通,1.2,0.29,0.4,46,29,31,19,7.2,8.4,1.2,2.2,294,2020-05-03 12:00,20,31,2,121.529556,25.020608,14
萬華,臺北市,66,細懸浮微粒,普通,1.6,0.34,0.4,39,25,34,21,11,14,2.6,2.2,264,2020-05-03 12:00,21,35,2,121.507972,25.046503,13
中山,臺北市,67,細懸浮微粒,普通,1.3,0.63,0.5,32,24,38,17,21,32,11,2.1,285,2020-05-03 12:00,22,34,1,121.526528,25.062361,12
士林,臺北市,67,細懸浮微粒,普通,3.1,0.19,0.4,34,20,34,14,9.6,18,8,3.3,318,2020-05-03 12:00,22,37,3,121.515389,25.105417,11
淡水,新北市,45,,良好,1.4,0.12,0.3,27,19,20,7,6,7.4,1.4,,,2020-05-03 12:00,14,25,2,121.449239,25.1645,10
林口,新北市,55,細懸浮微粒,普通,1.9,0.14,0.2,36,21,26,10,3.9,4.9,1,5.5,268,2020-05-03 12:00,17,31,3,121.376869,25.077197,9
菜寮,新北市,69,細懸浮微粒,普通,1.4,0.24,0.5,29,17,31,18,6.7,9.2,2.5,3.9,288,2020-05-03 12:00,23,35,2,121.481028,25.06895,8
新莊,新北市,65,細懸浮微粒,普通,2.1,0.26,0.5,44,25,28,13,5.8,6.1,0.4,3.7,241,2020-05-03 12:00,21,35,3,121.4325,25.037972,7
板橋,新北市,66,細懸浮微粒,普通,2.4,0.25,0.5,40,23,29,14,6.5,8.5,2,3.4,302,2020-05-03 12:00,21,34,3,121.458667,25.012972,6
土城,新北市,71,細懸浮微粒,普通,2.2,0.24,0.5,48,27,29,15,5.9,7.2,1.3,2.4,314,2020-05-03 12:00,24,36,3,121.451861,24.982528,5
新店,新北市,56,細懸浮微粒,普通,2,0.23,0.3,48,30,28,14,6.9,7.5,0.6,2.4,292,2020-05-03 12:00,18,28,2,121.537778,24.977222,4
萬里,新北市,54,細懸浮微粒,普通,2.8,0.25,0.3,48,29,33,14,5.7,6.2,0.6,2.4,31,2020-05-03 12:00,17,28,2,121.689881,25.179667,3
汐止,新北市,65,細懸浮微粒,普通,1.7,0.26,0.5,48,29,29,13,6.8,10,3.5,3.1,265,2020-05-03 12:00,21,34,2,121.6423,25.067131,2
基隆,基隆市,62,細懸浮微粒,普通,2.2,0.26,0.4,50,28,31,17,7.2,9.1,2,1.9,89,2020-05-03 12:00,20,32,2,121.760056,25.129167,1
