SiteName,County,AQI,Pollutant,Status,SO2,CO,CO_8hr,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,PublishTime,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
臺東,臺東縣,53,細懸浮微粒,普通,1.5,0.34,0.4,65,53,33,17,2.8,3,0.3,2.1,98,2020-04-15 14:00,16,34,1,121.15045,22.755358,62
恆春,屏東縣,132,臭氧八小時,對敏感族群不健康,2.2,0.23,0.2,95,80,41,24,4.3,5,0.7,4.4,276,2020-04-15 14:00,20,36,1,120.788928,21.958069,61
潮州,屏東縣,87,臭氧八小時,普通,2.4,0.26,0.3,88,66,59,24,11,11,0.8,6.4,298,2020-04-15 14:00,23,48,2,120.561175,22.523108,60
屏東,屏東縣,84,臭氧八小時,普通,1.7,0.27,0.3,84,65,56,24,6.3,9.5,3.2,4.3,303,2020-04-15 14:00,26,52,2,120.488033,22.673081,59
小港,高雄市,82,細懸浮微粒,普通,,,0.5,79,53,,,,,,,,2020-04-15 14:00,28,54,3,120.337736,22.565833,58
前鎮,高雄市,80,臭氧八小時,普通,2.2,0.3,0.5,80,64,54,22,8.2,11,2.3,2.4,332,2020-04-15 14:00,24,52,2,120.307564,22.605386,57
前金,高雄市,100,臭氧八小時,普通,1.9,0.31,0.5,85,70,41,19,6.1,8.4,2.3,4.4,329,2020-04-15 14:00,25,46,2,120.288086,22.632567,56
左營,高雄市,90,臭氧八小時,普通,2.5,0.27,0.4,88,67,42,23,5.3,6,0.7,5.1,291,2020-04-15 14:00,25,46,3,120.292917,22.674861,54
楠梓,高雄市,74,臭氧八小時,普通,5.4,0.28,0.4,67,62,49,18,11,13,2.7,6,293,2020-04-15 14:00,24,53,3,120.328289,22.733667,53
林園,高雄市,88,細懸浮微粒,普通,2.7,0.31,0.4,82,63,59,26,9,9.4,0.4,5.2,275,2020-04-15 14:00,31,64,3,120.41175,22.4795,52
大寮,高雄市,89,細懸浮微粒,普通,2.2,0.26,0.4,65,57,56,20,8,9.7,1.7,5.1,308,2020-04-15 14:00,31,59,4,120.425081,22.565747,51
鳳山,高雄市,74,臭氧八小時,普通,1.5,0.3,0.4,72,62,41,14,,,,3.8,302,2020-04-15 14:00,21,51,2,120.358083,22.627392,50
仁武,高雄市,87,臭氧八小時,普通,2.1,0.27,0.4,72,66,41,19,9.2,11,1.5,5.4,320,2020-04-15 14:00,28,51,4,120.332631,22.689056,49
橋頭,高雄市,79,細懸浮微粒,普通,,,0.4,,52,41,,,,,4.3,306,2020-04-15 14:00,27,48,3,120.305689,22.757506,48
美濃,高雄市,61,臭氧八小時,普通,2.1,0.25,0.3,82,58,43,18,5,5.5,0.5,1.7,307,2020-04-15 14:00,19,35,2,120.530542,22.883583,47
臺南,臺南市,93,臭氧八小時,普通,2,0.29,0.4,82,68,43,24,8.7,9.2,0.5,3.7,285,2020-04-15 14:00,30,56,3,120.202617,22.984581,46
安南,臺南市,87,細懸浮微粒,普通,1.5,0.24,0.4,79,64,44,23,6.5,6.8,0.3,4.5,310,2020-04-15 14:00,30,61,3,120.2175,23.048197,45
善化,臺南市,77,臭氧八小時,普通,2.4,0.23,0.3,76,63,39,20,7,8,1,4.3,319,2020-04-15 14:00,23,45,3,120.297142,23.115097,44
新營,臺南市,87,臭氧八小時,普通,2.6,0.28,0.3,81,66,47,19,5.6,6.8,1.2,3.2,334,2020-04-15 14:00,26,53,3,120.31725,23.305633,43
嘉義,嘉義市,71,臭氧八小時,普通,2.3,0.34,0.4,77,61,54,26,7,7.8,0.8,3.8,309,2020-04-15 14:00,22,44,2,120.440833,23.462778,42
臺西,雲林縣,112,細懸浮微粒,對敏感族群不健康,0.5,0.23,0.3,92,67,48,24,6.9,8.3,1.4,4.4,314,2020-04-15 14:00,40,63,2,120.202842,23.717533,41
朴子,嘉義縣,98,細懸浮微粒,普通,2.3,0.27,0.4,83,62,49,25,6,7.5,1.5,2.9,313,2020-04-15 14:00,34,62,3,120.24781,23.467123,40
新港,嘉義縣,94,細懸浮微粒,普通,1.5,0.26,0.4,81,65,46,24,9,10,1.3,2.7,278,2020-04-15 14:00,33,61,2,120.345531,23.554839,39
崙背,雲林縣,116,細懸浮微粒,對敏感族群不健康,4,0.24,0.3,88,63,56,30,12,13,0.4,3.5,289,2020-04-15 14:00,41,66,2,120.348742,23.757547,38
斗六,雲林縣,93,臭氧八小時,普通,2.1,0.26,0.3,99,68,62,33,9.6,11,1.5,2.9,301,2020-04-15 14:00,23,48,1,120.544994,23.711853,37
南投,南投縣,71,細懸浮微粒,普通,2.5,0.32,0.4,86,59,50,25,6.6,7.8,1.2,3.4,303,2020-04-15 14:00,24,45,2,120.685306,23.913,36
二林,彰化縣,99,細懸浮微粒,普通,2.7,0.26,0.3,66,49,51,23,5.2,6.2,1.1,3.4,281,2020-04-15 14:00,35,65,3,120.409653,23.925175,35
線西,彰化縣,99,細懸浮微粒,普通,2.4,0.27,0.4,88,65,53,30,6.6,8.6,2,4,300,2020-04-15 14:00,35,63,3,120.469061,24.131672,34
彰化,彰化縣,91,細懸浮微粒,普通,1.7,0.33,0.4,74,57,53,27,6,7.1,1,3.4,289,2020-04-15 14:00,32,61,3,120.541519,24.066,33
西屯,臺中市,95,細懸浮微粒,普通,2.9,0.25,0.4,86,58,50,31,7.3,7.7,0.5,3.5,296,2020-04-15 14:00,33,57,3,120.616917,24.162197,32
忠明,臺中市,92,細懸浮微粒,普通,2.6,0.27,0.4,71,47,51,30,7.9,9.9,2,3.4,304,2020-04-15 14:00,32,55,3,120.641092,24.151958,31
大里,臺中市,95,細懸浮微粒,普通,2.1,0.3,0.5,77,49,53,23,7.4,8.6,1.2,4,271,2020-04-15 14:00,33,55,3,120.677689,24.099611,30
沙鹿,臺中市,95,細懸浮微粒,普通,10,0.53,0.5,71,58,62,33,19,24,5.2,3.5,298,2020-04-15 14:00,33,58,4,120.568794,24.225628,29
豐原,臺中市,88,細懸浮微粒,普通,4.3,0.34,0.4,,59,59,29,12,13,1.2,2.9,289,2020-04-15 14:00,30,54,2,120.741711,24.256586,28
三義,苗栗縣,86,細懸浮微粒,普通,3,0.25,0.3,69,56,44,24,7.3,8.9,1.6,3,286,2020-04-15 14:00,30,52,4,120.758833,24.382942,27
苗栗,苗栗縣,86,細懸浮微粒,普通,1.8,0.3,0.4,,42,46,23,6.3,8.3,2,3.1,227,2020-04-15 14:00,30,51,2,120.8202,24.565269,26
頭份,苗栗縣,95,細懸浮微粒,普通,2.1,0.3,0.4,70,54,54,31,9.5,12,2.7,4.3,274,2020-04-15 14:00,33,55,2,120.898572,24.696969,25
新竹,新竹市,84,細懸浮微粒,普通,,,0.4,,63,,,,,,3.6,257,2020-04-15 14:00,29,48,2,120.972075,24.805619,24
竹東,新竹縣,77,細懸浮微粒,普通,1.2,0.31,0.4,82,61,42,22,3.5,4.8,1.3,2.4,219,2020-04-15 14:00,26,44,3,121.088903,24.740644,23
湖口,新竹縣,101,臭氧八小時,對敏感族群不健康,2.2,0.26,0.3,91,71,41,27,4.1,5.2,1.2,4.7,262,2020-04-15 14:00,27,41,3,121.038653,24.900142,22
龍潭,桃園市,90,臭氧八小時,普通,2.3,0.3,0.4,77,67,40,24,4.8,6,1.2,4.8,253,2020-04-15 14:00,24,44,3,121.21635,24.863869,21
平鎮,桃園市,80,細懸浮微粒,普通,1.4,0.33,0.4,56,51,64,28,22,30,7.4,4.3,271,2020-04-15 14:00,27,58,3,121.203986,24.952786,20
觀音,桃園市,93,臭氧八小時,普通,2.9,0.29,0.3,85,68,47,24,5.5,6.2,0.6,3.6,270,2020-04-15 14:00,27,46,2,121.082761,25.035503,19
大園,桃園市,100,臭氧八小時,普通,2.3,0.3,0.3,90,70,50,26,8.6,11,1.9,5,294,2020-04-15 14:00,29,49,4,121.201811,25.060344,18
桃園,桃園市,73,細懸浮微粒,普通,1.9,0.29,0.4,66,48,42,19,6.6,8.1,1.4,2.5,273,2020-04-15 14:00,25,46,4,121.304383,24.995368,17
大同,臺北市,90,細懸浮微粒,普通,,,1.3,-,,,23,,,,,,2020-04-15 14:00,31,53,3,121.513311,25.0632,16
松山,臺北市,87,細懸浮微粒,普通,2.3,0.33,0.5,81,50,57,30,15,17,1.9,4,305,2020-04-15 14:00,30,51,2,121.578611,25.05,15
古亭,臺北市,79,細懸浮微粒,普通,,,0.5,74,51,43,,,,,2.5,315,2020-04-15 14:00,27,44,2,121.529556,25.020608,14
萬華,臺北市,84,細懸浮微粒,普通,1.9,0.37,0.6,72,44,52,28,15,16,1.7,3,283,2020-04-15 14:00,29,53,2,121.507972,25.046503,13
中山,臺北市,89,細懸浮微粒,普通,2.2,0.62,0.7,66,44,46,27,27,32,5.3,1.7,346,2020-04-15 14:00,31,45,2,121.526528,25.062361,12
士林,臺北市,76,細懸浮微粒,普通,1.2,0.3,0.4,86,54,47,23,8.2,9.8,1.5,3.3,304,2020-04-15 14:00,26,42,2,121.515389,25.105417,11
淡水,新北市,73,細懸浮微粒,普通,1.8,0.25,0.4,92,53,33,21,4.1,4.4,0.2,,,2020-04-15 14:00,25,36,2,121.449239,25.1645,10
林口,新北市,84,細懸浮微粒,普通,2.3,0.25,0.3,86,62,59,30,7.1,8,0.9,5,290,2020-04-15 14:00,29,50,2,121.376869,25.077197,9
菜寮,新北市,87,細懸浮微粒,普通,2.4,0.31,0.6,63,36,46,24,12,15,2.7,2.5,281,2020-04-15 14:00,30,48,2,121.481028,25.06895,8
新莊,新北市,81,細懸浮微粒,普通,,,0.6,,49,,20,,,,5.4,243,2020-04-15 14:00,28,50,3,121.4325,25.037972,7
板橋,新北市,78,細懸浮微粒,普通,2.3,0.32,0.8,76,38,47,19,10,11,1.1,4,268,2020-04-15 14:00,27,49,2,121.458667,25.012972,6
土城,新北市,77,細懸浮微粒,普通,1.5,0.3,0.5,84,59,43,19,8.8,9.9,1.1,2.1,304,2020-04-15 14:00,26,47,2,121.451861,24.982528,5
新店,新北市,74,細懸浮微粒,普通,2.3,0.3,0.4,81,61,43,23,12,13,0.9,2.3,282,2020-04-15 14:00,25,43,2,121.537778,24.977222,4
萬里,新北市,74,臭氧八小時,普通,1.2,0.25,0.3,81,62,37,21,4.5,5.6,1.1,1.2,279,2020-04-15 14:00,23,42,2,121.689881,25.179667,3
汐止,新北市,79,細懸浮微粒,普通,1.5,0.35,0.6,85,50,49,22,11,13,1.4,2.5,291,2020-04-15 14:00,27,50,2,121.6423,25.067131,2
基隆,基隆市,72,細懸浮微粒,普通,2,0.27,0.5,81,59,40,20,7,8.3,1.3,3.1,264,2020-04-15 14:00,24,44,2,121.760056,25.129167,1
